SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y
-0.272,0.0,-0.244,-0.321,-0.165,-0.321,-0.178,-0.152,-0.224,-0.313,-0.244,-0.19,-0.202,-0.202,-0.202,-0.263,-0.213,-0.19,-0.073,-0.152
-0.297,-0.085,-0.243,-0.243,-0.217,-0.358,-0.106,-0.175,-0.204,-0.277,-0.085,-0.106,-0.277,-0.217,-0.266,-0.287,-0.159,-0.297,0.0,-0.143
-0.331,-0.085,-0.231,-0.26,-0.11,-0.286,-0.133,-0.163,-0.133,-0.279,-0.085,-0.098,-0.215,-0.231,-0.304,-0.266,-0.292,-0.266,-0.153,-0.19
-0.278,-0.086,-0.205,-0.278,-0.205,-0.232,-0.144,-0.327,-0.318,-0.299,-0.086,-0.191,-0.219,-0.191,-0.176,-0.205,-0.126,-0.352,-0.063,-0.086
-0.261,-0.101,-0.221,-0.296,-0.239,-0.202,-0.07,-0.221,-0.291,-0.326,-0.145,-0.221,-0.202,-0.145,-0.215,-0.281,-0.233,-0.266,-0.07,-0.136
-0.208,-0.055,-0.23,-0.351,-0.184,-0.184,0.0,-0.289,-0.23,-0.289,-0.23,-0.271,-0.128,-0.271,-0.208,-0.271,-0.157,-0.289,0.0,-0.184
-0.28,-0.015,-0.223,-0.35,-0.185,-0.249,-0.109,-0.29,-0.311,-0.344,-0.129,-0.195,-0.195,-0.109,-0.24,-0.158,-0.141,-0.261,-0.088,-0.18
0.0,-0.348,-0.173,-0.211,0.0,-0.325,-0.13,-0.173,-0.211,-0.325,-0.077,-0.274,-0.13,-0.173,-0.274,-0.211,-0.403,-0.211,-0.077,-0.173
-0.257,-0.082,-0.257,-0.197,-0.21,-0.268,-0.153,-0.268,-0.197,-0.402,-0.082,-0.234,-0.082,-0.222,-0.183,-0.288,-0.257,-0.197,-0.12,-0.137
-0.339,0.0,-0.172,-0.273,-0.119,-0.264,-0.104,-0.289,-0.297,-0.346,-0.133,-0.16,-0.147,-0.119,-0.133,-0.312,-0.273,-0.304,-0.029,-0.147
-0.333,-0.099,-0.125,-0.24,-0.134,-0.337,-0.149,-0.142,-0.099,-0.406,-0.069,-0.089,-0.272,-0.217,-0.272,-0.321,-0.171,-0.286,-0.089,-0.079
-0.286,-0.095,-0.247,-0.267,-0.168,-0.28,-0.129,-0.28,-0.218,-0.273,-0.202,-0.129,-0.218,-0.159,-0.21,-0.26,-0.267,-0.24,-0.07,-0.186
-0.343,-0.088,-0.237,-0.237,-0.181,-0.211,-0.088,-0.181,-0.224,-0.359,-0.088,-0.165,-0.129,-0.274,-0.224,-0.262,-0.274,-0.262,-0.064,-0.196
-0.296,0.0,-0.142,-0.281,-0.167,-0.411,-0.142,-0.189,-0.361,-0.296,-0.049,-0.23,-0.167,-0.115,-0.281,-0.23,-0.189,-0.265,0.0,-0.049
-0.235,-0.017,-0.208,-0.321,-0.172,-0.219,-0.073,-0.325,-0.343,-0.286,-0.073,-0.213,-0.24,-0.138,-0.208,-0.249,-0.191,-0.268,-0.042,-0.219
-0.203,-0.109,-0.273,-0.276,-0.24,-0.261,-0.109,-0.217,-0.287,-0.305,-0.147,-0.138,-0.192,-0.172,-0.252,-0.3,-0.206,-0.249,-0.082,-0.147
-0.401,-0.057,-0.213,-0.247,-0.188,-0.295,-0.078,-0.247,-0.201,-0.32,-0.175,-0.147,-0.188,-0.078,-0.225,-0.286,-0.277,-0.225,-0.032,-0.131
-0.377,-0.025,-0.244,-0.274,-0.211,-0.281,-0.163,-0.193,-0.091,-0.313,-0.105,-0.13,-0.252,-0.183,-0.325,-0.141,-0.202,-0.294,-0.091,-0.13
-0.252,-0.091,-0.22,-0.228,-0.117,-0.288,-0.163,-0.252,-0.294,-0.358,-0.152,-0.183,-0.152,-0.173,-0.152,-0.274,-0.183,-0.348,-0.105,-0.117
-0.31,-0.088,-0.173,-0.223,-0.154,-0.257,-0.196,-0.185,-0.191,-0.31,-0.127,-0.112,-0.348,-0.202,-0.173,-0.348,-0.233,-0.243,-0.061,-0.161
-0.356,-0.046,-0.243,-0.274,-0.134,-0.288,-0.026,-0.274,-0.345,-0.267,-0.178,-0.198,-0.178,-0.146,-0.134,-0.243,-0.217,-0.288,-0.079,-0.108
-0.248,-0.228,-0.236,-0.274,-0.13,-0.259,-0.124,-0.124,-0.197,-0.301,-0.098,-0.163,-0.277,-0.232,-0.259,-0.316,-0.232,-0.248,-0.061,-0.141
-0.306,-0.091,-0.23,-0.216,-0.158,-0.292,-0.18,-0.226,-0.196,-0.326,-0.113,-0.226,-0.239,-0.175,-0.211,-0.216,-0.226,-0.269,-0.139,-0.164
-0.187,-0.053,-0.27,-0.238,-0.231,-0.202,-0.153,-0.38,-0.304,-0.334,-0.114,-0.287,-0.134,-0.124,-0.103,-0.282,-0.21,-0.143,-0.067,-0.224
-0.359,0.0,-0.203,-0.314,-0.169,-0.213,-0.05,-0.268,-0.26,-0.277,-0.169,-0.157,-0.192,-0.181,-0.268,-0.242,-0.268,-0.26,0.0,-0.169
-0.383,-0.066,-0.23,-0.332,-0.186,-0.23,-0.133,-0.256,-0.186,-0.323,-0.091,-0.186,-0.216,-0.201,-0.201,-0.28,-0.201,-0.216,-0.038,-0.091
-0.433,-0.076,-0.254,-0.226,-0.159,-0.301,-0.133,-0.146,-0.138,-0.306,-0.155,-0.119,-0.229,-0.159,-0.325,-0.226,-0.138,-0.254,-0.058,-0.155
-0.319,-0.058,-0.219,-0.219,-0.058,-0.319,-0.135,-0.335,-0.319,-0.283,-0.135,-0.1,-0.166,-0.1,-0.378,-0.219,-0.219,-0.242,0.0,-0.1
-0.321,-0.048,-0.262,-0.187,-0.113,-0.207,-0.083,-0.207,-0.227,-0.416,-0.113,-0.14,-0.207,-0.293,-0.227,-0.293,-0.207,-0.262,-0.048,-0.14
-0.286,-0.154,-0.229,-0.187,-0.216,-0.238,-0.108,-0.202,-0.229,-0.327,-0.119,-0.209,-0.181,-0.162,-0.163,-0.279,-0.272,-0.329,-0.074,-0.2
-0.227,-0.136,-0.213,-0.257,-0.233,-0.177,-0.153,-0.227,-0.263,-0.32,-0.153,-0.22,-0.233,-0.153,-0.245,-0.239,-0.192,-0.285,-0.097,-0.199
-0.285,-0.13,-0.245,-0.261,-0.181,-0.245,-0.096,-0.298,-0.275,-0.271,-0.096,-0.206,-0.212,-0.153,-0.224,-0.261,-0.218,-0.285,-0.067,-0.153
-0.361,-0.132,-0.158,-0.214,-0.145,-0.316,-0.103,-0.118,-0.234,-0.261,-0.087,-0.145,-0.361,-0.204,-0.234,-0.286,-0.214,-0.193,-0.087,-0.224
-0.234,-0.069,-0.166,-0.294,-0.133,-0.212,-0.106,-0.208,-0.237,-0.331,-0.111,-0.175,-0.37,-0.208,-0.244,-0.368,-0.208,-0.196,-0.082,-0.076
-0.255,-0.13,-0.16,-0.255,-0.16,-0.16,-0.13,-0.326,-0.31,-0.275,-0.187,-0.234,-0.13,-0.187,-0.13,-0.31,-0.326,-0.211,-0.056,-0.187
-0.284,-0.027,-0.306,-0.236,-0.15,-0.366,-0.15,-0.194,-0.236,-0.284,-0.118,-0.178,-0.204,-0.137,-0.223,-0.204,-0.261,-0.227,-0.131,-0.208
-0.1,-0.1,-0.303,-0.278,-0.278,-0.235,-0.185,-0.303,-0.314,-0.25,-0.124,-0.203,-0.235,-0.042,-0.235,-0.203,-0.166,-0.264,-0.073,-0.219
-0.197,-0.075,-0.319,-0.261,-0.239,-0.268,-0.169,-0.301,-0.261,-0.38,-0.115,-0.149,-0.188,-0.149,-0.138,-0.247,-0.215,-0.197,-0.043,-0.169
-0.175,-0.131,-0.266,-0.294,-0.2,-0.32,-0.2,-0.2,-0.266,-0.285,-0.188,-0.175,-0.131,-0.114,-0.235,-0.161,-0.224,-0.328,-0.114,-0.161
-0.398,-0.13,-0.182,-0.182,-0.13,-0.353,-0.11,-0.166,-0.212,-0.317,-0.13,-0.166,-0.239,-0.089,-0.212,-0.275,-0.239,-0.275,-0.13,-0.11
-0.382,-0.096,-0.23,-0.279,-0.16,-0.327,-0.11,-0.271,-0.192,-0.239,-0.202,-0.171,-0.16,-0.171,-0.271,-0.16,-0.16,-0.345,0.0,-0.081
-0.271,-0.189,-0.222,-0.189,-0.123,-0.312,-0.137,-0.222,-0.201,-0.327,-0.073,-0.222,-0.201,-0.151,-0.222,-0.262,-0.233,-0.312,-0.177,-0.123
-0.348,-0.04,-0.239,-0.232,-0.118,-0.291,0.0,-0.225,-0.302,-0.246,-0.149,-0.232,-0.139,-0.239,-0.129,-0.313,-0.279,-0.266,-0.107,-0.139
-0.242,-0.129,-0.237,-0.304,-0.129,-0.233,-0.168,-0.162,-0.274,-0.282,-0.125,-0.171,-0.273,-0.205,-0.282,-0.314,-0.202,-0.222,-0.07,-0.141
-0.378,-0.087,-0.087,-0.355,-0.193,-0.087,-0.087,-0.087,-0.378,-0.234,-0.087,-0.145,-0.193,0.0,-0.462,-0.145,-0.193,-0.301,0.0,-0.145
-0.312,-0.045,-0.264,-0.249,-0.187,-0.293,-0.107,-0.187,-0.176,-0.318,-0.132,-0.12,-0.166,-0.224,-0.299,-0.215,-0.232,-0.306,-0.107,-0.176
-0.274,-0.11,-0.196,-0.315,-0.181,-0.148,-0.196,-0.196,-0.262,-0.409,-0.11,-0.237,-0.11,-0.148,-0.25,-0.315,-0.165,-0.196,-0.037,-0.196
-0.302,-0.085,-0.182,-0.251,-0.126,-0.293,-0.175,-0.126,-0.161,-0.377,-0.104,-0.121,-0.341,-0.22,-0.264,-0.315,-0.189,-0.24,-0.069,-0.069
-0.183,-0.05,-0.25,-0.274,-0.232,-0.281,-0.092,-0.247,-0.236,-0.317,-0.117,-0.271,-0.212,-0.169,-0.228,-0.208,-0.204,-0.254,-0.117,-0.228
-0.146,-0.146,-0.25,-0.293,-0.167,-0.256,-0.118,-0.223,-0.317,-0.261,-0.105,-0.327,-0.149,-0.11,-0.096,-0.349,-0.243,-0.24,-0.062,-0.221
-0.477,0.0,-0.21,-0.221,-0.095,-0.373,-0.113,-0.172,-0.056,-0.282,-0.095,-0.144,-0.129,-0.056,-0.273,-0.232,-0.221,-0.353,-0.129,-0.095
-0.355,-0.063,-0.225,-0.234,-0.225,-0.242,-0.026,-0.234,-0.188,-0.333,-0.157,-0.242,-0.225,-0.258,-0.188,-0.168,-0.251,-0.266,-0.121,-0.094
-0.229,-0.124,-0.216,-0.275,-0.124,-0.275,-0.229,-0.253,-0.203,-0.379,-0.124,-0.241,-0.142,-0.189,-0.229,-0.203,-0.189,-0.275,-0.142,-0.124
-0.207,-0.143,-0.223,-0.315,-0.238,-0.279,-0.085,-0.199,-0.279,-0.37,-0.098,-0.199,-0.163,-0.199,-0.238,-0.26,-0.153,-0.231,-0.122,-0.133
-0.345,-0.073,-0.218,-0.289,-0.123,-0.301,-0.099,-0.165,-0.262,-0.364,-0.099,0.0,-0.165,-0.073,-0.334,-0.218,-0.184,-0.345,-0.099,-0.165
-0.299,-0.158,-0.221,-0.252,-0.158,-0.311,-0.114,-0.305,-0.26,-0.221,-0.178,-0.168,-0.229,-0.158,-0.187,-0.178,-0.229,-0.334,0.0,-0.158
-0.228,-0.122,-0.245,-0.295,-0.205,-0.262,-0.145,-0.208,-0.226,-0.343,-0.141,-0.18,-0.196,-0.199,-0.228,-0.277,-0.202,-0.239,-0.087,-0.167
-0.322,-0.065,-0.248,-0.28,-0.213,-0.265,-0.124,-0.137,-0.231,-0.34,-0.137,-0.124,-0.231,-0.111,-0.161,-0.28,-0.248,-0.302,-0.027,-0.222
-0.325,-0.285,-0.359,-0.285,-0.181,-0.325,0.0,0.0,-0.285,-0.11,-0.11,-0.11,-0.359,0.0,0.0,-0.181,-0.181,-0.325,-0.11,-0.237
-0.362,-0.076,-0.223,-0.242,-0.195,-0.337,-0.138,-0.209,-0.195,-0.309,-0.195,-0.128,-0.202,-0.164,-0.209,-0.216,-0.242,-0.288,-0.037,-0.128
-0.339,-0.036,-0.211,-0.266,-0.176,-0.231,-0.168,-0.134,-0.16,-0.385,-0.05,-0.19,-0.249,-0.288,-0.298,-0.255,-0.205,-0.176,-0.143,-0.074
-0.301,-0.044,-0.325,-0.244,-0.259,-0.288,-0.044,-0.13,-0.259,-0.244,-0.193,-0.211,-0.152,-0.077,-0.105,-0.228,-0.325,-0.301,-0.13,-0.193
-0.464,-0.045,-0.174,-0.314,-0.174,-0.229,-0.045,-0.153,-0.275,-0.314,-0.174,-0.105,-0.153,-0.105,-0.275,-0.174,-0.229,-0.314,0.0,-0.105
-0.297,-0.072,-0.238,-0.167,-0.172,-0.322,-0.078,-0.176,-0.185,-0.288,-0.116,-0.338,-0.158,-0.172,-0.116,-0.33,-0.282,-0.252,-0.085,-0.223
-0.25,-0.069,-0.116,-0.367,-0.263,-0.191,-0.207,-0.25,-0.275,-0.299,-0.156,-0.236,-0.116,-0.207,-0.156,-0.191,-0.31,-0.25,0.0,-0.156
-0.318,0.0,-0.24,-0.318,-0.24,-0.165,-0.099,-0.3,-0.334,-0.24,-0.165,-0.099,-0.24,-0.099,-0.262,-0.24,-0.165,-0.262,0.0,-0.217
-0.285,-0.074,-0.276,-0.205,-0.14,-0.301,-0.205,-0.267,-0.285,-0.248,-0.031,-0.248,-0.216,-0.276,-0.168,-0.227,-0.181,-0.248,-0.155,-0.11
-0.426,-0.02,-0.274,-0.262,-0.144,-0.268,-0.107,-0.257,-0.153,-0.304,-0.097,-0.135,-0.192,-0.117,-0.279,-0.219,-0.206,-0.314,-0.05,-0.126
-0.294,-0.021,-0.206,-0.324,-0.167,-0.309,-0.052,-0.299,-0.329,-0.355,-0.159,-0.167,-0.228,-0.101,-0.176,-0.167,-0.167,-0.247,-0.038,-0.184
-0.306,0.0,-0.139,-0.164,-0.139,-0.164,-0.164,-0.186,-0.423,-0.276,-0.139,-0.292,-0.139,-0.113,-0.206,-0.26,-0.344,-0.292,0.0,-0.164
-0.134,0.0,-0.165,-0.217,-0.099,-0.377,-0.134,-0.192,-0.3,-0.349,-0.165,-0.192,-0.192,-0.099,-0.389,-0.192,-0.282,-0.318,0.0,-0.058
-0.343,0.0,-0.382,-0.297,-0.297,-0.321,-0.127,-0.27,-0.297,-0.24,-0.17,-0.127,-0.127,-0.127,-0.24,-0.17,-0.208,-0.127,0.0,0.0
-0.169,-0.208,-0.169,-0.325,-0.169,-0.176,-0.131,-0.176,-0.287,-0.348,-0.123,-0.176,-0.182,-0.225,-0.231,-0.291,-0.189,-0.291,-0.123,-0.176
-0.336,-0.035,-0.249,-0.26,-0.156,-0.271,-0.209,-0.171,-0.11,-0.298,-0.076,-0.122,-0.298,-0.122,-0.307,-0.19,-0.304,-0.271,-0.128,-0.145
-0.285,-0.087,-0.243,-0.212,-0.157,-0.38,-0.157,-0.278,-0.25,-0.291,-0.22,-0.176,-0.176,-0.1,-0.185,-0.203,-0.167,-0.332,-0.074,-0.113
-0.291,-0.139,-0.243,-0.296,-0.199,-0.291,-0.147,-0.243,-0.192,-0.271,-0.122,-0.171,-0.199,-0.171,-0.206,-0.213,-0.26,-0.281,-0.06,-0.192
-0.2,-0.157,-0.244,-0.251,-0.143,-0.302,-0.127,-0.215,-0.267,-0.282,-0.094,-0.183,-0.226,-0.208,-0.215,-0.276,-0.234,-0.279,-0.1,-0.196
-0.235,-0.096,-0.235,-0.235,-0.212,-0.224,-0.13,-0.245,-0.13,-0.42,-0.096,-0.16,-0.212,-0.311,-0.294,-0.245,-0.187,-0.224,-0.096,-0.056
-0.32,-0.078,-0.185,-0.239,-0.092,-0.284,-0.149,-0.277,-0.131,-0.27,-0.078,-0.16,-0.222,-0.32,-0.266,-0.284,-0.231,-0.277,-0.062,-0.16
-0.329,-0.202,-0.237,-0.225,-0.176,-0.237,-0.131,-0.237,-0.237,-0.268,-0.176,-0.225,-0.237,-0.176,-0.189,-0.237,-0.214,-0.237,-0.057,-0.202
-0.232,-0.069,-0.283,-0.37,-0.144,-0.18,-0.102,-0.34,-0.291,-0.232,-0.191,-0.144,-0.069,-0.18,-0.283,-0.313,-0.232,-0.232,0.0,-0.102
-0.251,-0.089,-0.274,-0.238,-0.251,-0.263,-0.037,-0.316,-0.326,-0.274,-0.148,-0.238,-0.065,-0.165,-0.251,-0.238,-0.251,-0.197,-0.065,-0.148
-0.233,-0.081,-0.175,-0.394,-0.101,-0.11,-0.145,-0.175,-0.346,-0.382,-0.047,-0.175,-0.11,-0.305,-0.244,-0.266,-0.266,-0.196,-0.034,-0.128
-0.32,-0.203,-0.21,-0.188,-0.156,-0.342,-0.109,-0.18,-0.129,-0.324,-0.077,-0.129,-0.224,-0.21,-0.267,-0.273,-0.217,-0.295,-0.129,-0.129
-0.236,-0.101,-0.273,-0.254,-0.139,-0.163,-0.134,-0.27,-0.332,-0.285,-0.076,-0.276,-0.206,-0.172,-0.229,-0.342,-0.225,-0.163,-0.063,-0.163
-0.188,-0.147,-0.214,-0.316,-0.214,-0.271,-0.128,-0.193,-0.309,-0.326,-0.121,-0.204,-0.214,-0.188,-0.251,-0.237,-0.182,-0.237,-0.058,-0.171
-0.361,-0.124,-0.196,-0.105,-0.142,-0.291,-0.062,-0.216,-0.15,-0.247,-0.035,-0.265,-0.275,-0.253,-0.085,-0.333,-0.31,-0.253,-0.142,-0.182
-0.47,-0.114,-0.228,-0.237,-0.187,-0.208,-0.114,-0.067,-0.271,-0.301,-0.099,-0.114,-0.38,-0.099,-0.237,-0.263,-0.128,-0.114,-0.028,-0.165
-0.272,-0.044,-0.311,-0.242,-0.076,-0.209,-0.104,-0.242,-0.242,-0.356,-0.151,-0.172,-0.209,-0.226,-0.226,-0.242,-0.191,-0.356,0.0,-0.151
-0.39,-0.125,-0.196,-0.272,-0.104,-0.305,-0.125,-0.204,-0.321,-0.226,-0.114,-0.144,-0.233,-0.188,-0.3,-0.246,-0.18,-0.196,-0.022,-0.163
-0.231,-0.209,-0.231,-0.143,-0.095,-0.306,-0.143,-0.143,-0.252,-0.358,-0.143,-0.184,-0.242,-0.197,-0.209,-0.289,-0.28,-0.271,-0.112,-0.095
-0.324,-0.074,-0.293,-0.266,-0.14,-0.266,-0.125,-0.216,-0.266,-0.371,-0.14,-0.216,-0.193,-0.109,-0.204,-0.168,-0.226,-0.247,-0.054,-0.193
-0.32,-0.099,-0.244,-0.393,-0.186,-0.244,-0.083,-0.113,-0.244,-0.351,-0.197,-0.113,-0.261,-0.269,-0.099,-0.306,-0.217,-0.113,-0.028,-0.067
-0.328,0.0,-0.228,-0.071,-0.185,-0.348,-0.12,-0.197,-0.148,-0.342,-0.029,-0.257,-0.228,-0.248,-0.208,-0.228,-0.228,-0.299,-0.161,-0.161
-0.335,0.0,-0.188,-0.329,-0.141,-0.279,-0.114,-0.329,-0.309,-0.309,-0.154,-0.154,-0.209,-0.1,-0.209,-0.114,-0.198,-0.294,-0.028,-0.188
-0.335,0.0,-0.332,-0.22,-0.111,-0.284,0.0,-0.25,-0.338,-0.274,-0.079,-0.239,-0.122,-0.116,-0.092,-0.299,-0.277,-0.324,-0.013,-0.149
-0.27,-0.213,-0.161,-0.141,-0.141,-0.375,-0.12,-0.257,-0.295,-0.179,-0.041,-0.243,-0.161,-0.243,-0.197,-0.257,-0.197,-0.295,-0.12,-0.213
-0.297,-0.159,-0.19,-0.106,-0.175,-0.333,-0.096,-0.159,-0.134,-0.236,-0.074,-0.265,-0.21,-0.23,-0.096,-0.333,-0.346,-0.248,-0.175,-0.224
-0.225,-0.168,-0.168,-0.168,-0.168,-0.333,-0.145,-0.133,-0.094,-0.295,-0.046,-0.108,-0.403,-0.133,-0.274,-0.437,-0.242,-0.133,-0.063,-0.133
-0.448,-0.213,-0.213,-0.246,-0.131,-0.246,-0.131,-0.078,-0.175,-0.276,-0.078,-0.213,-0.303,-0.175,-0.213,-0.276,-0.131,-0.213,-0.175,-0.078
-0.238,-0.206,-0.196,-0.301,-0.159,-0.236,-0.149,-0.198,-0.314,-0.23,-0.105,-0.185,-0.252,-0.214,-0.228,-0.325,-0.208,-0.226,-0.076,-0.141
-0.384,-0.035,-0.24,-0.294,-0.123,-0.33,-0.061,-0.313,-0.251,-0.215,-0.157,-0.141,-0.157,-0.201,-0.228,-0.215,-0.228,-0.284,0.0,-0.123
-0.358,-0.056,-0.297,-0.202,-0.254,-0.218,-0.21,-0.186,-0.226,-0.363,-0.118,-0.186,-0.218,-0.168,-0.177,-0.168,-0.168,-0.24,-0.083,-0.218
-0.257,-0.047,-0.137,-0.384,-0.111,-0.316,-0.204,-0.288,-0.341,-0.341,-0.111,-0.183,-0.204,-0.111,-0.223,-0.161,-0.111,-0.183,-0.161,-0.137
-0.292,-0.098,-0.225,-0.257,-0.193,-0.275,-0.189,-0.289,-0.179,-0.323,-0.084,-0.193,-0.225,-0.153,-0.264,-0.229,-0.189,-0.253,-0.092,-0.169
-0.3,0.0,-0.217,-0.144,-0.144,-0.372,-0.164,-0.183,-0.247,-0.275,-0.123,-0.247,-0.123,-0.099,-0.233,-0.275,-0.2,-0.323,-0.144,-0.247
-0.35,-0.285,-0.198,-0.259,-0.198,-0.368,-0.259,-0.162,-0.472,-0.198,-0.162,-0.072,-0.198,-0.072,0.0,-0.121,-0.072,-0.23,0.0,0.0
-0.394,-0.091,-0.294,-0.307,-0.183,-0.287,-0.061,-0.163,-0.192,-0.259,-0.152,-0.183,-0.251,-0.077,-0.163,-0.152,-0.21,-0.313,-0.21,-0.104
-0.26,-0.087,-0.248,-0.288,-0.202,-0.242,-0.109,-0.187,-0.387,-0.318,-0.137,-0.194,-0.216,-0.171,-0.119,-0.171,-0.229,-0.308,-0.064,-0.137
-0.287,-0.057,-0.258,-0.287,-0.202,-0.277,-0.057,-0.214,-0.237,-0.296,-0.057,-0.176,-0.225,-0.225,-0.202,-0.258,-0.329,-0.268,0.0,-0.131
-0.332,-0.118,-0.263,-0.205,-0.216,-0.318,-0.118,-0.205,-0.205,-0.332,-0.133,-0.133,-0.235,-0.171,-0.245,-0.226,-0.159,-0.351,0.0,-0.07
-0.34,-0.051,-0.215,-0.241,-0.171,-0.265,-0.228,-0.215,-0.171,-0.36,-0.087,-0.235,-0.154,-0.265,-0.235,-0.228,-0.241,-0.235,-0.051,-0.098
-0.332,-0.151,-0.2,-0.194,-0.148,-0.286,-0.115,-0.204,-0.171,-0.335,-0.115,-0.121,-0.263,-0.154,-0.228,-0.279,-0.28,-0.287,-0.11,-0.157
-0.207,-0.145,-0.162,-0.162,-0.234,-0.162,-0.108,-0.178,-0.338,-0.37,-0.162,-0.087,-0.221,-0.162,-0.193,-0.347,-0.291,-0.281,-0.127,-0.145
-0.327,0.0,-0.114,-0.139,-0.31,-0.304,-0.158,-0.199,-0.139,-0.399,-0.153,-0.153,-0.214,-0.129,-0.144,-0.214,-0.235,-0.285,-0.195,-0.214
-0.261,-0.122,-0.223,-0.221,-0.199,-0.263,-0.129,-0.225,-0.234,-0.283,-0.158,-0.207,-0.229,-0.189,-0.192,-0.265,-0.263,-0.285,-0.089,-0.189
-0.265,-0.183,-0.131,-0.199,-0.265,-0.24,-0.167,-0.15,-0.183,-0.299,-0.167,-0.213,-0.265,-0.24,-0.24,-0.328,-0.227,-0.183,-0.09,-0.167
-0.317,-0.167,-0.186,-0.18,-0.147,-0.3,-0.126,-0.199,-0.158,-0.335,-0.105,-0.149,-0.268,-0.151,-0.237,-0.267,-0.273,-0.29,-0.127,-0.162
-0.264,-0.131,-0.205,-0.293,-0.19,-0.313,-0.121,-0.158,-0.233,-0.366,-0.149,-0.158,-0.158,-0.111,-0.258,-0.264,-0.183,-0.246,-0.1,-0.233
-0.272,-0.061,-0.178,-0.258,-0.125,-0.26,-0.133,-0.234,-0.203,-0.372,-0.112,-0.185,-0.239,-0.274,-0.181,-0.306,-0.236,-0.251,-0.093,-0.136
-0.323,-0.084,-0.243,-0.236,-0.161,-0.277,-0.131,-0.109,-0.161,-0.333,-0.109,-0.131,-0.236,-0.213,-0.277,-0.197,-0.283,-0.283,-0.151,-0.197
-0.307,-0.071,-0.284,-0.258,-0.162,-0.142,-0.214,-0.258,-0.18,-0.392,-0.121,-0.197,-0.162,-0.18,-0.258,-0.271,-0.229,-0.18,-0.097,-0.142
-0.244,-0.032,-0.254,-0.324,-0.128,-0.202,-0.154,-0.228,-0.356,-0.228,-0.171,-0.19,-0.184,-0.223,-0.211,-0.298,-0.205,-0.241,-0.025,-0.205
-0.392,-0.025,-0.217,-0.344,-0.128,-0.217,-0.025,-0.271,-0.369,-0.344,-0.103,-0.161,-0.241,-0.128,-0.139,-0.161,-0.161,-0.298,-0.025,-0.103
-0.287,-0.127,-0.21,-0.266,-0.182,-0.249,-0.098,-0.193,-0.219,-0.369,-0.066,-0.167,-0.249,-0.252,-0.222,-0.216,-0.241,-0.263,-0.118,-0.152
-0.177,-0.095,-0.24,-0.324,-0.194,-0.159,-0.21,-0.291,-0.324,-0.344,-0.139,-0.303,-0.159,-0.095,-0.139,-0.24,-0.225,-0.177,-0.095,-0.177
-0.377,0.0,-0.239,-0.252,-0.226,-0.252,-0.182,-0.149,-0.297,-0.327,-0.11,-0.239,-0.197,-0.149,-0.149,-0.226,-0.197,-0.212,-0.149,-0.166
-0.168,-0.032,-0.231,-0.361,-0.207,-0.219,-0.078,-0.317,-0.257,-0.355,-0.078,-0.252,-0.147,-0.139,-0.225,-0.262,-0.161,-0.317,-0.057,-0.131
-0.268,-0.047,-0.245,-0.333,-0.19,-0.265,-0.093,-0.265,-0.331,-0.294,-0.081,-0.11,-0.202,-0.099,-0.28,-0.146,-0.198,-0.283,-0.081,-0.238
-0.329,-0.097,-0.213,-0.292,-0.174,-0.283,-0.08,-0.287,-0.275,-0.318,-0.142,-0.224,-0.148,-0.192,-0.174,-0.248,-0.224,-0.266,-0.041,-0.071
-0.259,-0.048,-0.282,-0.251,-0.215,-0.297,-0.112,-0.233,-0.343,-0.311,-0.138,-0.195,-0.151,-0.162,-0.098,-0.224,-0.251,-0.251,-0.066,-0.215
-0.363,-0.109,-0.206,-0.244,-0.142,-0.324,-0.109,-0.251,-0.189,-0.284,-0.121,-0.162,-0.251,-0.152,-0.296,-0.214,-0.214,-0.244,-0.041,-0.189
-0.263,-0.174,-0.25,-0.207,-0.156,-0.236,-0.069,-0.222,-0.31,-0.349,-0.094,-0.156,-0.275,-0.137,-0.207,-0.174,-0.263,-0.31,-0.069,-0.191
-0.271,-0.168,-0.227,-0.204,-0.243,-0.259,-0.095,-0.227,-0.251,-0.308,-0.121,-0.23,-0.151,-0.141,-0.153,-0.26,-0.233,-0.343,-0.086,-0.189
-0.223,0.0,-0.292,-0.227,-0.288,-0.231,-0.113,-0.267,-0.308,-0.308,-0.132,-0.252,-0.16,-0.155,-0.113,-0.278,-0.223,-0.236,-0.026,-0.236
-0.311,-0.09,-0.2,-0.265,-0.083,-0.239,-0.116,-0.231,-0.353,-0.332,-0.083,-0.218,-0.187,-0.279,-0.177,-0.276,-0.209,-0.209,-0.061,-0.151
-0.234,-0.098,-0.185,-0.247,-0.268,-0.287,-0.098,-0.22,-0.247,-0.315,-0.119,-0.26,-0.216,-0.163,-0.185,-0.256,-0.247,-0.23,-0.157,-0.163
-0.203,-0.077,-0.184,-0.184,-0.22,-0.253,-0.153,-0.268,-0.237,-0.349,-0.193,-0.253,-0.237,-0.203,-0.193,-0.26,-0.193,-0.282,-0.077,-0.164
-0.267,-0.168,-0.12,-0.277,-0.209,-0.256,-0.12,-0.196,-0.196,-0.222,-0.153,-0.277,-0.209,-0.296,-0.277,-0.245,-0.182,-0.234,-0.153,-0.168
