SEP_PC,SEP_NC,SEP_NE,SEP_PO,SEP_NP,SEP_AL,SEP_CY,SEP_AR,SEP_AC,SEP_BS,SEP_NE_pH,SEP_HB,SEP_HL,SEP_NT,SEP_HX,SEP_SC,SEP_SS_HE,SEP_SS_ST,SEP_SS_CO,SEP_SA_BU,SEP_SA_EX,SEP_SA_IN,SEP_TN,SEP_SM,SEP_LR
0.578,0.54,0.829,0.697,0.999,0.99,0.182,0.427,0.54,0.578,0.829,0.997,0.726,0.92,0.486,0.158,1.0,0.885,0.735,0.999,0.855,0.752,0.707,0.994,0.994
0.745,0.622,0.948,0.615,0.986,0.929,0.315,0.399,0.622,0.745,0.948,0.995,0.904,0.878,0.399,0.262,1.0,0.826,0.774,0.938,0.983,0.733,0.565,0.974,0.974
0.572,0.62,0.868,0.705,0.999,0.952,0.265,0.385,0.62,0.572,0.868,0.987,0.763,0.976,0.519,0.328,1.0,0.713,0.891,0.952,0.923,0.868,0.783,0.997,0.997
0.566,0.527,0.815,0.726,0.998,0.996,0.378,0.395,0.527,0.566,0.815,0.995,0.769,0.968,0.5,0.182,0.978,0.8,0.929,0.994,0.89,0.8,0.867,0.991,0.991
0.572,0.534,0.822,0.826,0.997,0.973,0.285,0.44,0.534,0.572,0.822,0.999,0.725,0.973,0.608,0.182,0.991,0.865,0.839,0.98,0.839,0.854,0.826,0.997,0.997
0.628,0.53,0.852,0.581,0.995,0.998,0.29,0.364,0.53,0.628,0.852,0.998,0.811,0.865,0.364,0.183,0.991,0.899,0.796,1.0,0.932,0.671,0.701,0.996,0.996
0.584,0.567,0.847,0.727,0.998,0.954,0.266,0.452,0.567,0.584,0.847,1.0,0.79,0.923,0.561,0.266,0.99,0.867,0.841,0.98,0.923,0.797,0.731,0.999,0.999
0.476,0.647,0.838,0.761,0.99,0.931,0.161,0.398,0.647,0.476,0.838,0.99,0.716,0.957,0.476,0.339,0.996,0.849,0.827,0.951,0.962,0.761,0.647,0.984,0.984
0.651,0.639,0.914,0.523,1.0,0.987,0.256,0.444,0.639,0.651,0.914,0.998,0.816,0.884,0.323,0.171,1.0,0.837,0.782,0.991,0.939,0.686,0.658,0.972,0.972
0.596,0.417,0.776,0.953,0.91,0.883,0.164,0.279,0.417,0.596,0.776,0.999,0.797,0.976,0.707,0.531,0.922,0.962,0.851,0.97,0.834,0.868,0.816,0.982,0.982
0.509,0.496,0.763,0.786,1.0,0.973,0.1,0.455,0.496,0.509,0.763,1.0,0.686,0.954,0.593,0.174,0.986,0.865,0.859,0.998,0.847,0.771,0.771,0.997,0.997
0.545,0.492,0.783,0.744,0.998,0.998,0.188,0.302,0.492,0.545,0.783,0.998,0.694,0.941,0.637,0.169,0.994,0.869,0.818,0.997,0.845,0.829,0.829,0.999,0.999
0.522,0.408,0.72,0.741,0.983,0.998,0.371,0.297,0.408,0.522,0.72,0.998,0.729,0.947,0.557,0.18,0.999,0.741,0.889,1.0,0.786,0.817,0.898,0.996,0.996
0.537,0.559,0.817,0.767,1.0,0.975,0.289,0.421,0.559,0.537,0.817,1.0,0.717,0.953,0.574,0.333,0.981,0.886,0.852,0.981,0.866,0.876,0.786,1.0,1.0
0.53,0.516,0.788,0.84,0.996,0.97,0.164,0.441,0.516,0.53,0.788,1.0,0.675,0.954,0.583,0.189,0.999,0.86,0.779,0.989,0.879,0.788,0.788,1.0,1.0
0.759,0.478,0.906,0.539,1.0,0.995,0.215,0.247,0.478,0.759,0.906,0.965,0.891,0.951,0.456,0.059,0.999,0.705,0.906,0.995,0.914,0.661,0.866,0.999,0.999
0.644,0.588,0.888,0.687,0.996,0.976,0.321,0.445,0.588,0.644,0.888,0.994,0.844,0.907,0.481,0.101,0.986,0.884,0.838,0.968,0.959,0.788,0.662,0.989,0.989
0.635,0.597,0.888,0.75,0.994,0.937,0.251,0.471,0.597,0.635,0.888,0.994,0.776,0.957,0.559,0.277,0.986,0.854,0.87,0.972,0.912,0.81,0.752,0.996,0.996
0.501,0.501,0.761,0.714,0.991,0.998,0.246,0.364,0.501,0.501,0.761,0.991,0.679,0.939,0.612,0.264,0.995,0.835,0.852,0.999,0.79,0.835,0.893,0.991,0.991
0.596,0.564,0.851,0.58,0.99,0.999,0.34,0.428,0.564,0.596,0.851,0.997,0.781,0.904,0.374,0.147,1.0,0.825,0.811,0.999,0.847,0.743,0.781,1.0,1.0
0.596,0.486,0.811,0.688,0.998,0.995,0.195,0.328,0.486,0.596,0.811,1.0,0.749,0.916,0.504,0.266,0.991,0.864,0.843,0.999,0.872,0.771,0.776,1.0,1.0
0.533,0.432,0.741,0.822,0.999,0.993,0.495,0.375,0.432,0.533,0.741,0.999,0.811,0.946,0.645,0.233,0.981,0.799,0.923,0.969,0.886,0.953,0.851,0.991,0.991
0.572,0.563,0.838,0.643,0.998,0.993,0.232,0.314,0.563,0.572,0.838,1.0,0.755,0.933,0.5,0.26,0.994,0.833,0.855,0.994,0.933,0.737,0.824,0.998,0.998
0.564,0.556,0.83,0.862,0.982,0.951,0.38,0.328,0.556,0.564,0.83,0.996,0.794,0.97,0.604,0.369,0.983,0.818,0.907,0.961,0.921,0.866,0.847,0.991,0.991
0.557,0.485,0.787,0.698,0.998,0.991,0.321,0.442,0.485,0.557,0.787,1.0,0.798,0.91,0.479,0.219,0.981,0.86,0.877,0.995,0.877,0.817,0.781,0.999,0.999
0.567,0.553,0.83,0.735,0.994,0.949,0.17,0.525,0.553,0.567,0.83,0.996,0.79,0.904,0.539,0.183,0.955,0.915,0.875,0.979,0.925,0.814,0.655,0.981,0.981
0.593,0.575,0.855,0.727,0.999,0.98,0.251,0.366,0.575,0.593,0.855,1.0,0.754,0.937,0.556,0.219,1.0,0.85,0.773,0.976,0.899,0.808,0.767,0.999,0.999
0.5,0.622,0.834,0.701,1.0,0.991,0.286,0.327,0.622,0.5,0.834,1.0,0.722,0.954,0.529,0.169,1.0,0.778,0.849,0.993,0.915,0.769,0.841,1.0,1.0
0.603,0.523,0.834,0.621,0.99,1.0,0.306,0.371,0.523,0.603,0.834,1.0,0.767,0.898,0.401,0.255,0.999,0.726,0.853,0.999,0.815,0.762,0.903,0.993,0.993
0.804,0.474,0.932,0.595,1.0,0.995,0.214,0.171,0.474,0.804,0.932,0.995,0.877,0.897,0.474,0.214,1.0,0.804,0.804,0.99,0.831,0.729,0.804,0.995,0.995
0.532,0.492,0.775,0.798,1.0,0.995,0.273,0.302,0.492,0.532,0.775,1.0,0.711,0.945,0.551,0.178,1.0,0.763,0.839,0.991,0.899,0.786,0.775,0.999,0.999
0.49,0.453,0.725,0.817,1.0,0.979,0.235,0.487,0.453,0.49,0.725,0.995,0.707,0.917,0.599,0.295,0.955,0.935,0.845,0.997,0.839,0.84,0.795,0.993,0.993
0.632,0.513,0.846,0.724,0.998,0.952,0.312,0.52,0.513,0.632,0.846,1.0,0.836,0.859,0.47,0.312,0.987,0.899,0.815,0.978,0.904,0.829,0.67,0.993,0.993
0.589,0.551,0.84,0.727,0.999,0.98,0.28,0.398,0.551,0.589,0.84,1.0,0.79,0.921,0.522,0.245,0.973,0.897,0.86,0.99,0.911,0.776,0.776,1.0,1.0
0.558,0.406,0.744,0.811,1.0,0.994,0.518,0.453,0.406,0.558,0.744,1.0,0.848,0.93,0.548,0.236,0.983,0.782,0.93,0.974,0.912,0.912,0.893,0.983,0.983
0.574,0.516,0.814,0.79,0.998,0.98,0.535,0.286,0.516,0.574,0.814,0.999,0.875,0.957,0.653,0.195,0.99,0.718,0.944,0.928,0.957,0.924,0.788,0.999,0.999
0.577,0.459,0.785,0.869,0.981,0.924,0.164,0.404,0.459,0.577,0.785,1.0,0.756,0.938,0.692,0.345,0.981,0.931,0.785,0.957,0.889,0.898,0.741,0.997,0.997
0.581,0.594,0.859,0.701,1.0,0.979,0.268,0.473,0.594,0.581,0.859,0.99,0.764,0.972,0.508,0.166,0.969,0.839,0.92,0.984,0.894,0.821,0.803,0.996,0.996
0.696,0.632,0.931,0.618,0.994,0.931,0.315,0.575,0.632,0.696,0.931,0.992,0.868,0.883,0.401,0.241,0.95,0.926,0.868,0.966,0.941,0.811,0.575,0.984,0.984
0.553,0.635,0.867,0.694,1.0,0.977,0.246,0.466,0.635,0.553,0.867,1.0,0.718,0.951,0.502,0.205,0.98,0.867,0.874,0.992,0.911,0.798,0.694,0.991,0.991
0.659,0.611,0.906,0.64,0.999,0.954,0.165,0.461,0.611,0.659,0.906,0.996,0.781,0.934,0.421,0.347,0.984,0.901,0.821,0.989,0.882,0.774,0.695,0.997,0.997
0.519,0.394,0.71,0.7,0.98,1.0,0.32,0.358,0.394,0.519,0.71,0.992,0.739,0.92,0.56,0.28,0.985,0.823,0.899,0.998,0.783,0.815,0.934,0.964,0.964
0.565,0.556,0.83,0.556,0.985,1.0,0.206,0.266,0.556,0.565,0.83,0.998,0.723,0.912,0.346,0.333,0.998,0.844,0.815,1.0,0.849,0.668,0.849,0.996,0.996
0.538,0.447,0.754,0.754,0.999,0.991,0.264,0.409,0.447,0.538,0.754,0.999,0.76,0.921,0.538,0.296,0.953,0.905,0.888,1.0,0.834,0.774,0.84,0.988,0.988
0.496,0.512,0.765,0.819,0.997,0.97,0.177,0.352,0.512,0.496,0.765,0.997,0.704,0.98,0.645,0.216,0.982,0.838,0.894,0.98,0.924,0.806,0.861,0.987,0.987
0.686,0.593,0.911,0.783,0.974,0.932,0.372,0.334,0.593,0.686,0.911,0.981,0.869,0.959,0.573,0.273,0.998,0.752,0.895,0.919,0.95,0.872,0.778,1.0,1.0
0.923,0.548,0.996,0.508,0.968,0.923,0.253,0.367,0.548,0.923,0.996,0.988,0.976,0.744,0.367,0.185,0.936,0.77,0.548,0.936,0.909,0.655,0.687,0.968,0.968
0.582,0.558,0.841,0.724,1.0,0.983,0.214,0.456,0.558,0.582,0.841,1.0,0.712,0.949,0.485,0.199,0.996,0.862,0.817,0.994,0.849,0.76,0.771,1.0,1.0
0.665,0.57,0.89,0.753,0.981,0.939,0.137,0.425,0.57,0.665,0.89,0.99,0.811,0.901,0.544,0.235,0.997,0.771,0.796,0.97,0.89,0.811,0.744,0.976,0.976
0.578,0.475,0.794,0.738,0.997,0.999,0.485,0.261,0.475,0.578,0.794,1.0,0.834,0.948,0.564,0.202,0.999,0.682,0.923,0.982,0.897,0.884,0.843,0.996,0.996
0.548,0.571,0.83,0.7,0.999,0.958,0.281,0.56,0.571,0.548,0.83,0.994,0.806,0.923,0.447,0.184,0.962,0.892,0.887,0.979,0.931,0.782,0.654,0.996,0.996
0.556,0.594,0.846,0.839,0.944,0.882,0.191,0.453,0.594,0.556,0.846,0.962,0.82,0.969,0.655,0.271,0.927,0.874,0.945,0.927,0.959,0.868,0.779,0.996,0.996
0.468,0.468,0.72,0.561,0.941,0.979,0.163,0.31,0.468,0.468,0.72,0.986,0.613,0.924,0.493,0.118,0.997,0.819,0.854,0.97,0.652,0.687,0.968,0.927,0.927
0.418,0.499,0.71,0.697,0.99,0.993,0.3,0.439,0.499,0.418,0.71,0.986,0.717,0.917,0.46,0.246,0.993,0.867,0.827,0.999,0.914,0.723,0.753,0.999,0.999
0.621,0.537,0.852,0.664,1.0,0.981,0.181,0.376,0.537,0.621,0.852,0.999,0.797,0.907,0.424,0.267,0.998,0.845,0.818,0.996,0.876,0.748,0.713,0.991,0.991
0.601,0.594,0.869,0.708,0.998,0.955,0.21,0.485,0.594,0.601,0.869,0.994,0.767,0.942,0.458,0.261,0.997,0.83,0.842,0.993,0.925,0.691,0.752,0.986,0.986
0.692,0.555,0.898,0.6,0.996,0.999,0.213,0.377,0.555,0.692,0.898,1.0,0.759,0.898,0.436,0.185,0.999,0.833,0.759,1.0,0.798,0.704,0.816,0.999,0.999
0.549,0.516,0.798,0.696,0.996,0.997,0.306,0.341,0.516,0.549,0.798,0.997,0.753,0.913,0.444,0.363,0.968,0.922,0.839,0.998,0.884,0.789,0.798,0.996,0.996
0.574,0.589,0.853,0.759,0.996,0.956,0.257,0.452,0.589,0.574,0.853,0.996,0.756,0.953,0.526,0.284,0.993,0.838,0.859,0.98,0.906,0.814,0.756,0.996,0.996
0.502,0.576,0.807,0.757,1.0,0.987,0.309,0.482,0.576,0.502,0.807,0.999,0.699,0.944,0.576,0.223,0.986,0.864,0.86,0.989,0.869,0.873,0.807,0.997,0.997
0.391,0.706,0.84,0.744,1.0,0.983,0.516,0.516,0.706,0.391,0.84,0.999,0.744,0.947,0.391,0.457,0.867,0.912,0.961,0.99,0.973,0.84,0.89,0.89,0.89
0.52,0.506,0.776,0.677,0.986,0.999,0.266,0.371,0.506,0.52,0.776,0.996,0.692,0.94,0.498,0.306,0.995,0.84,0.847,1.0,0.822,0.807,0.857,0.995,0.995
0.609,0.522,0.838,0.732,0.999,0.979,0.336,0.388,0.522,0.609,0.838,0.999,0.817,0.944,0.502,0.091,0.996,0.699,0.844,0.982,0.917,0.771,0.775,0.996,0.996
0.438,0.626,0.806,0.743,1.0,0.944,0.195,0.564,0.626,0.438,0.806,0.999,0.655,0.97,0.611,0.279,0.934,0.928,0.89,0.985,0.897,0.843,0.765,0.982,0.982
0.614,0.55,0.854,0.567,0.986,1.0,0.196,0.305,0.55,0.614,0.854,0.983,0.722,0.87,0.439,0.253,0.978,0.789,0.671,1.0,0.837,0.684,0.878,0.998,0.998
0.377,0.444,0.646,0.847,0.995,0.963,0.203,0.475,0.444,0.377,0.646,0.993,0.737,0.969,0.668,0.203,0.909,0.867,0.963,0.98,0.884,0.871,0.865,0.959,0.959
0.612,0.586,0.871,0.758,0.987,0.918,0.146,0.466,0.586,0.612,0.871,1.0,0.777,0.942,0.558,0.25,1.0,0.908,0.685,0.965,0.923,0.827,0.625,0.974,0.974
0.691,0.613,0.921,0.634,1.0,0.968,0.323,0.498,0.613,0.691,0.921,1.0,0.828,0.874,0.445,0.212,0.999,0.874,0.773,0.968,0.929,0.815,0.691,0.982,0.982
0.629,0.527,0.851,0.714,0.997,0.973,0.286,0.391,0.527,0.629,0.851,0.986,0.84,0.95,0.444,0.115,0.981,0.823,0.908,0.983,0.959,0.744,0.773,1.0,1.0
0.539,0.583,0.831,0.595,0.987,0.999,0.251,0.32,0.583,0.539,0.831,0.994,0.703,0.913,0.462,0.134,0.998,0.831,0.827,1.0,0.824,0.717,0.864,0.989,0.989
0.591,0.591,0.862,0.551,0.992,0.999,0.303,0.397,0.591,0.591,0.862,1.0,0.78,0.901,0.361,0.216,0.999,0.827,0.824,0.997,0.931,0.725,0.735,0.989,0.989
0.795,0.327,0.881,0.772,0.967,0.925,0.177,0.327,0.327,0.795,0.881,0.997,0.931,0.864,0.665,0.177,0.999,0.864,0.784,0.925,0.931,0.873,0.694,1.0,1.0
0.801,0.416,0.913,0.592,1.0,0.989,0.251,0.17,0.416,0.801,0.913,0.989,0.913,0.929,0.523,0.212,0.999,0.787,0.863,0.977,0.84,0.773,0.708,0.999,0.999
0.645,0.745,0.956,0.487,1.0,0.956,0.161,0.41,0.745,0.645,0.956,0.992,0.745,0.977,0.41,0.22,0.998,0.767,0.888,0.988,0.947,0.645,0.787,0.999,0.999
0.629,0.561,0.867,0.824,0.98,0.921,0.237,0.451,0.561,0.629,0.867,0.997,0.784,0.927,0.532,0.365,0.998,0.88,0.774,0.972,0.923,0.801,0.719,0.986,0.986
0.62,0.554,0.859,0.685,1.0,0.992,0.413,0.413,0.554,0.62,0.859,0.997,0.826,0.934,0.55,0.12,0.99,0.855,0.855,0.982,0.849,0.879,0.759,0.994,0.994
0.568,0.495,0.799,0.56,0.977,1.0,0.229,0.338,0.495,0.568,0.799,1.0,0.738,0.918,0.401,0.349,0.975,0.862,0.89,0.999,0.83,0.759,0.834,0.997,0.997
0.522,0.589,0.826,0.759,0.999,0.977,0.262,0.454,0.589,0.522,0.826,1.0,0.717,0.953,0.516,0.281,0.975,0.908,0.839,0.991,0.88,0.816,0.787,0.999,0.999
0.591,0.538,0.835,0.813,0.991,0.96,0.302,0.429,0.538,0.591,0.835,0.992,0.788,0.961,0.556,0.274,0.964,0.881,0.895,0.974,0.917,0.835,0.785,0.999,0.999
0.556,0.51,0.8,0.75,1.0,0.985,0.28,0.377,0.51,0.556,0.8,0.999,0.742,0.94,0.473,0.206,1.0,0.8,0.813,0.996,0.89,0.719,0.694,0.98,0.98
0.537,0.463,0.762,0.841,0.998,0.99,0.295,0.314,0.463,0.537,0.762,0.997,0.736,0.971,0.563,0.166,0.993,0.844,0.852,0.984,0.882,0.823,0.826,1.0,1.0
0.538,0.502,0.784,0.784,0.999,0.969,0.317,0.437,0.502,0.538,0.784,0.999,0.784,0.895,0.489,0.409,0.981,0.88,0.859,0.986,0.9,0.842,0.824,0.997,0.997
0.666,0.718,0.952,0.745,0.964,0.904,0.084,0.265,0.718,0.666,0.952,0.98,0.745,0.982,0.599,0.295,0.999,0.843,0.8,0.932,0.938,0.783,0.711,0.982,0.982
0.644,0.559,0.875,0.718,0.993,0.932,0.079,0.474,0.559,0.644,0.875,0.995,0.781,0.936,0.532,0.258,0.982,0.898,0.835,0.984,0.913,0.708,0.728,0.993,0.993
0.714,0.668,0.951,0.828,0.917,0.886,0.138,0.266,0.668,0.714,0.951,0.968,0.815,0.981,0.579,0.138,0.963,0.736,0.682,0.903,0.984,0.752,0.628,0.944,0.944
0.508,0.432,0.725,0.795,0.997,0.997,0.298,0.399,0.432,0.508,0.725,0.998,0.7,0.946,0.536,0.318,0.973,0.875,0.884,0.999,0.791,0.778,0.901,0.985,0.985
0.68,0.573,0.9,0.803,0.948,0.902,0.272,0.363,0.573,0.68,0.9,0.973,0.881,0.946,0.631,0.191,0.984,0.801,0.915,0.91,0.966,0.849,0.747,1.0,1.0
0.668,0.586,0.899,0.725,0.989,0.941,0.283,0.447,0.586,0.668,0.899,0.987,0.841,0.933,0.458,0.29,0.997,0.828,0.846,0.968,0.946,0.773,0.719,0.989,0.989
0.296,0.333,0.512,0.898,1.0,0.991,0.377,0.448,0.333,0.296,0.512,0.996,0.709,0.967,0.7,0.181,0.901,0.903,0.946,0.992,0.877,0.898,0.903,0.929,0.929
0.606,0.504,0.827,0.639,0.99,1.0,0.553,0.394,0.504,0.606,0.827,0.992,0.878,0.837,0.441,0.229,0.997,0.615,0.902,0.987,0.932,0.869,0.926,0.978,0.978
0.56,0.607,0.855,0.702,1.0,0.993,0.276,0.25,0.607,0.56,0.855,1.0,0.75,0.935,0.473,0.222,0.995,0.83,0.855,0.983,0.93,0.771,0.69,1.0,1.0
0.724,0.513,0.899,0.714,0.996,0.981,0.311,0.301,0.513,0.724,0.899,0.988,0.862,0.926,0.467,0.257,0.999,0.729,0.848,0.975,0.918,0.781,0.888,0.999,0.999
0.58,0.413,0.763,0.828,0.999,0.979,0.325,0.292,0.413,0.58,0.763,0.999,0.79,0.949,0.62,0.385,0.975,0.845,0.905,0.989,0.867,0.862,0.84,0.986,0.986
0.579,0.608,0.865,0.637,1.0,0.99,0.252,0.39,0.608,0.579,0.865,1.0,0.778,0.91,0.43,0.235,0.998,0.816,0.85,0.991,0.914,0.764,0.743,1.0,1.0
0.437,0.717,0.866,0.785,0.995,0.952,0.354,0.301,0.717,0.437,0.866,0.996,0.674,0.996,0.577,0.328,0.994,0.636,0.874,0.946,0.979,0.843,0.823,0.998,0.998
0.462,0.348,0.642,0.728,0.986,1.0,0.305,0.485,0.348,0.462,0.642,0.999,0.755,0.929,0.496,0.035,0.956,0.864,0.922,1.0,0.849,0.762,0.828,0.985,0.985
0.624,0.582,0.875,0.535,0.992,1.0,0.275,0.37,0.582,0.624,0.875,0.999,0.785,0.875,0.345,0.197,1.0,0.875,0.748,0.998,0.907,0.729,0.715,0.99,0.99
0.524,0.614,0.841,0.736,0.996,0.986,0.154,0.287,0.614,0.524,0.841,0.996,0.72,0.974,0.627,0.097,0.956,0.859,0.926,0.986,0.939,0.762,0.829,0.964,0.964
0.602,0.327,0.735,0.836,0.997,0.978,0.207,0.462,0.327,0.602,0.735,0.988,0.794,0.937,0.496,0.305,0.932,0.922,0.899,0.999,0.873,0.755,0.893,0.99,0.99
0.316,0.325,0.52,0.932,0.997,0.96,0.278,0.546,0.325,0.316,0.52,1.0,0.667,0.983,0.738,0.258,0.857,0.942,0.942,0.989,0.821,0.921,0.9,0.94,0.94
0.518,0.362,0.691,0.901,0.999,0.986,0.595,0.362,0.362,0.518,0.691,0.998,0.854,0.984,0.781,0.246,0.901,0.747,0.997,0.946,0.845,0.988,0.943,0.94,0.94
0.499,0.499,0.759,0.712,0.996,0.996,0.421,0.378,0.499,0.499,0.759,0.993,0.801,0.887,0.461,0.331,0.998,0.736,0.901,1.0,0.901,0.781,0.947,0.957,0.957
0.667,0.55,0.883,0.836,0.966,0.915,0.341,0.37,0.55,0.667,0.883,0.986,0.851,0.956,0.593,0.346,0.989,0.83,0.88,0.941,0.951,0.857,0.823,1.0,1.0
0.547,0.583,0.835,0.671,0.997,0.999,0.202,0.265,0.583,0.547,0.835,1.0,0.69,0.963,0.48,0.224,0.996,0.842,0.835,0.998,0.889,0.718,0.861,0.997,0.997
0.581,0.552,0.837,0.641,0.997,0.987,0.289,0.552,0.552,0.581,0.837,0.999,0.777,0.859,0.363,0.191,0.998,0.841,0.825,0.997,0.889,0.795,0.738,0.998,0.998
0.727,0.627,0.942,0.483,1.0,0.984,0.268,0.397,0.627,0.727,0.942,0.986,0.866,0.905,0.296,0.175,0.995,0.764,0.787,0.989,0.948,0.701,0.714,0.948,0.948
0.602,0.524,0.834,0.674,0.999,0.991,0.299,0.445,0.524,0.602,0.834,1.0,0.799,0.901,0.454,0.196,0.987,0.872,0.85,0.996,0.858,0.791,0.768,0.999,0.999
0.612,0.396,0.776,0.713,0.999,0.988,0.154,0.522,0.396,0.612,0.776,0.988,0.786,0.92,0.522,0.154,0.954,0.876,0.915,0.997,0.795,0.822,0.855,0.992,0.992
0.848,0.5,0.961,0.532,0.999,0.975,0.26,0.26,0.5,0.848,0.961,0.993,0.915,0.848,0.209,0.5,0.996,0.76,0.798,0.999,0.961,0.671,0.915,1.0,1.0
0.416,0.653,0.815,0.538,0.979,0.997,0.339,0.485,0.653,0.416,0.815,0.986,0.693,0.921,0.395,0.265,0.98,0.87,0.87,1.0,0.909,0.718,0.829,0.98,0.98
0.665,0.585,0.897,0.649,0.999,0.969,0.286,0.405,0.585,0.665,0.897,1.0,0.836,0.91,0.437,0.244,0.998,0.853,0.81,0.979,0.972,0.744,0.671,0.998,0.998
0.502,0.593,0.818,0.811,0.995,0.974,0.3,0.365,0.593,0.502,0.818,1.0,0.724,0.988,0.644,0.121,0.976,0.875,0.875,0.974,0.929,0.824,0.77,0.993,0.993
0.552,0.512,0.798,0.617,0.981,1.0,0.315,0.329,0.512,0.552,0.798,0.995,0.741,0.912,0.421,0.27,0.987,0.842,0.876,0.999,0.852,0.721,0.837,0.99,0.99
0.601,0.496,0.82,0.733,0.999,0.984,0.198,0.324,0.496,0.601,0.82,0.999,0.785,0.942,0.51,0.149,1.0,0.781,0.827,0.991,0.882,0.777,0.785,1.0,1.0
0.501,0.427,0.717,0.797,0.996,0.998,0.358,0.401,0.427,0.501,0.717,0.987,0.722,0.929,0.608,0.288,0.974,0.891,0.864,0.999,0.8,0.869,0.858,0.986,0.986
0.645,0.35,0.778,0.851,0.999,0.948,0.293,0.494,0.35,0.645,0.778,0.992,0.778,0.904,0.697,0.332,0.987,0.914,0.794,0.983,0.838,0.904,0.753,0.997,0.997
0.423,0.273,0.565,0.679,0.927,1.0,0.283,0.682,0.273,0.423,0.565,0.952,0.648,0.831,0.488,0.196,0.974,0.942,0.787,0.982,0.673,0.837,0.783,0.997,0.997
0.536,0.482,0.772,0.796,0.999,0.969,0.305,0.468,0.482,0.536,0.772,1.0,0.767,0.933,0.575,0.304,0.965,0.904,0.869,0.982,0.885,0.866,0.77,0.998,0.998
0.564,0.361,0.724,0.861,0.997,0.932,0.361,0.523,0.361,0.564,0.724,1.0,0.811,0.923,0.615,0.379,0.982,0.855,0.88,0.972,0.861,0.908,0.834,1.0,1.0
0.508,0.396,0.703,0.792,0.995,0.998,0.365,0.42,0.396,0.508,0.703,0.988,0.744,0.918,0.588,0.297,0.967,0.899,0.872,1.0,0.794,0.863,0.855,0.986,0.986
0.594,0.549,0.843,0.736,1.0,0.972,0.203,0.514,0.549,0.594,0.843,0.996,0.736,0.929,0.492,0.302,0.996,0.843,0.839,0.994,0.835,0.805,0.813,0.996,0.996
0.497,0.479,0.746,0.813,1.0,0.989,0.321,0.344,0.479,0.497,0.746,1.0,0.736,0.962,0.594,0.189,0.996,0.811,0.867,0.985,0.904,0.845,0.785,1.0,1.0
0.559,0.52,0.807,0.77,1.0,0.982,0.316,0.488,0.52,0.559,0.807,0.999,0.745,0.942,0.528,0.207,0.993,0.87,0.824,0.99,0.855,0.832,0.77,0.999,0.999
0.617,0.59,0.875,0.726,0.995,0.963,0.208,0.39,0.59,0.617,0.875,1.0,0.777,0.918,0.545,0.208,1.0,0.805,0.813,0.979,0.875,0.822,0.715,0.99,0.99
0.706,0.634,0.936,0.781,0.954,0.896,0.24,0.377,0.634,0.706,0.936,0.958,0.846,0.963,0.555,0.24,1.0,0.789,0.846,0.886,0.975,0.857,0.706,0.991,0.991
0.612,0.627,0.89,0.498,0.993,1.0,0.324,0.262,0.627,0.612,0.89,0.996,0.799,0.876,0.347,0.145,0.995,0.784,0.769,0.998,0.967,0.641,0.764,0.999,0.999
0.529,0.52,0.789,0.77,1.0,0.987,0.336,0.436,0.52,0.529,0.789,0.998,0.754,0.935,0.497,0.211,0.996,0.858,0.822,0.994,0.913,0.774,0.748,0.999,0.999
0.658,0.62,0.909,0.682,0.976,0.909,0.204,0.455,0.62,0.658,0.909,0.992,0.865,0.898,0.505,0.254,0.993,0.858,0.836,0.948,0.96,0.82,0.594,0.976,0.976
0.611,0.533,0.844,0.635,1.0,0.975,0.259,0.519,0.533,0.611,0.844,1.0,0.815,0.894,0.46,0.138,0.999,0.791,0.851,0.992,0.92,0.783,0.8,1.0,1.0
0.56,0.662,0.885,0.623,0.999,0.977,0.187,0.401,0.662,0.56,0.885,0.996,0.765,0.934,0.47,0.12,0.987,0.882,0.835,0.99,0.939,0.675,0.628,0.986,0.986
0.701,0.637,0.935,0.619,0.998,0.976,0.265,0.507,0.637,0.701,0.935,0.995,0.818,0.903,0.374,0.138,0.998,0.89,0.764,0.983,0.927,0.73,0.664,0.981,0.981
0.535,0.555,0.813,0.688,1.0,0.991,0.19,0.298,0.555,0.535,0.813,1.0,0.729,0.944,0.513,0.259,0.996,0.84,0.84,0.998,0.91,0.711,0.816,1.0,1.0
0.589,0.581,0.856,0.731,0.998,0.962,0.193,0.497,0.581,0.589,0.856,0.995,0.75,0.95,0.516,0.209,0.981,0.878,0.861,0.983,0.934,0.797,0.737,0.999,0.999
0.59,0.489,0.809,0.698,0.997,0.998,0.339,0.38,0.489,0.59,0.809,1.0,0.791,0.916,0.464,0.247,0.992,0.834,0.865,0.996,0.846,0.8,0.857,0.997,0.997
0.599,0.498,0.819,0.738,1.0,0.992,0.377,0.414,0.498,0.599,0.819,0.992,0.811,0.877,0.482,0.295,0.977,0.913,0.827,0.994,0.913,0.803,0.718,0.999,0.999
0.497,0.469,0.74,0.77,1.0,0.979,0.194,0.515,0.469,0.497,0.74,0.996,0.71,0.899,0.536,0.315,0.945,0.947,0.843,1.0,0.848,0.78,0.792,0.996,0.996
0.552,0.568,0.83,0.749,0.996,0.938,0.206,0.581,0.568,0.552,0.83,0.995,0.766,0.931,0.547,0.167,0.956,0.902,0.887,0.973,0.932,0.827,0.684,0.997,0.997
0.657,0.51,0.86,0.795,0.984,0.965,0.243,0.296,0.51,0.657,0.86,0.986,0.828,0.948,0.531,0.186,0.999,0.756,0.837,0.963,0.965,0.769,0.787,0.997,0.997
