PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5
0.14,0.117,0.744,0.201,0.508,0.435,0.057,0.094,0.117,0.14,0.744,0.475,0.231,0.361,0.107,0.03,0.44,0.277,0.283,0.438,0.316,0.252,0.221,0.479,0.521,0.067,-0.506,-0.347,-0.385,0.114
0.145,0.101,0.755,0.34,0.384,0.34,0.025,0.082,0.101,0.145,0.755,0.478,0.201,0.459,0.239,0.057,0.302,0.39,0.308,0.39,0.283,0.346,0.289,0.642,0.358,0.572,-0.889,-0.16,-0.488,-0.102
0.124,0.112,0.764,0.227,0.449,0.371,0.035,0.094,0.112,0.124,0.764,0.449,0.248,0.344,0.126,0.053,0.387,0.294,0.319,0.413,0.33,0.255,0.23,0.502,0.498,0.22,-0.375,-0.153,-0.447,-0.071
0.154,0.127,0.719,0.174,0.51,0.402,0.063,0.105,0.127,0.154,0.719,0.51,0.253,0.342,0.116,0.041,0.369,0.342,0.289,0.41,0.311,0.311,0.157,0.479,0.521,-0.072,-0.377,-0.237,-0.221,0.067
0.222,0.085,0.692,0.179,0.47,0.41,0.043,0.034,0.085,0.222,0.692,0.453,0.308,0.359,0.145,0.043,0.436,0.274,0.291,0.385,0.282,0.265,0.179,0.487,0.513,0.372,-0.602,-0.767,-0.249,0.053
0.123,0.112,0.765,0.184,0.556,0.477,0.065,0.087,0.112,0.123,0.765,0.538,0.213,0.347,0.101,0.047,0.419,0.282,0.3,0.509,0.249,0.231,0.296,0.57,0.43,0.146,-0.637,-0.105,-0.285,0.129
0.118,0.133,0.749,0.188,0.52,0.439,0.047,0.098,0.133,0.118,0.749,0.495,0.206,0.336,0.101,0.034,0.469,0.246,0.285,0.45,0.3,0.233,0.236,0.482,0.518,0.006,-0.434,-0.257,-0.48,0.187
0.164,0.151,0.686,0.179,0.47,0.374,0.039,0.114,0.151,0.164,0.686,0.46,0.239,0.33,0.096,0.036,0.423,0.299,0.278,0.421,0.343,0.218,0.2,0.447,0.553,0.14,-0.243,-0.281,-0.403,0.114
0.145,0.132,0.724,0.158,0.507,0.461,0.046,0.046,0.132,0.145,0.724,0.395,0.25,0.428,0.099,0.033,0.342,0.237,0.421,0.467,0.329,0.23,0.303,0.586,0.414,0.645,-0.822,-0.016,-0.447,0.081
0.088,0.112,0.8,0.169,0.606,0.525,0.088,0.056,0.112,0.088,0.8,0.581,0.2,0.35,0.1,0.069,0.406,0.288,0.306,0.488,0.262,0.275,0.288,0.606,0.394,0.025,-0.909,-0.112,-0.402,0.18
0.149,0.137,0.714,0.195,0.484,0.398,0.025,0.07,0.137,0.149,0.714,0.484,0.209,0.374,0.121,0.061,0.435,0.292,0.273,0.443,0.296,0.225,0.219,0.487,0.513,0.198,-0.583,-0.358,-0.458,0.043
0.144,0.12,0.736,0.187,0.508,0.425,0.043,0.067,0.12,0.144,0.736,0.515,0.227,0.338,0.117,0.06,0.411,0.304,0.284,0.465,0.298,0.237,0.241,0.538,0.462,0.135,-0.612,-0.217,-0.361,0.079
0.163,0.109,0.728,0.109,0.558,0.476,0.027,0.082,0.109,0.163,0.728,0.49,0.252,0.286,0.054,0.02,0.49,0.238,0.272,0.524,0.306,0.163,0.231,0.517,0.483,0.053,-0.55,-0.307,-0.272,0.141
0.109,0.144,0.747,0.175,0.529,0.475,0.051,0.082,0.144,0.109,0.747,0.541,0.202,0.354,0.113,0.019,0.409,0.331,0.261,0.459,0.319,0.245,0.187,0.521,0.479,-0.086,-0.707,-0.363,-0.586,0.131
0.151,0.155,0.694,0.164,0.491,0.427,0.039,0.047,0.155,0.151,0.694,0.478,0.228,0.371,0.103,0.03,0.522,0.194,0.284,0.422,0.323,0.216,0.168,0.444,0.556,0.134,-0.397,-0.468,-0.476,0.237
0.102,0.113,0.786,0.195,0.556,0.519,0.056,0.06,0.113,0.102,0.786,0.526,0.192,0.361,0.139,0.015,0.414,0.274,0.312,0.492,0.244,0.278,0.297,0.605,0.395,0.081,-0.868,-0.189,-0.495,0.242
0.124,0.127,0.749,0.207,0.485,0.408,0.07,0.094,0.127,0.124,0.749,0.462,0.251,0.358,0.11,0.033,0.388,0.274,0.338,0.388,0.361,0.268,0.171,0.472,0.528,0.012,-0.311,-0.289,-0.478,0.127
0.141,0.146,0.714,0.167,0.5,0.422,0.036,0.036,0.146,0.141,0.714,0.5,0.224,0.37,0.125,0.057,0.464,0.266,0.271,0.406,0.328,0.245,0.203,0.536,0.464,0.293,-0.685,-0.449,-0.507,0.111
0.115,0.157,0.727,0.209,0.469,0.412,0.068,0.072,0.157,0.115,0.727,0.495,0.232,0.385,0.133,0.025,0.396,0.288,0.316,0.397,0.35,0.269,0.197,0.551,0.449,0.263,-0.458,-0.194,-0.572,0.17
0.125,0.115,0.76,0.153,0.58,0.51,0.024,0.076,0.115,0.125,0.76,0.503,0.177,0.368,0.097,0.028,0.438,0.267,0.295,0.549,0.267,0.174,0.347,0.601,0.399,0.29,-1.006,-0.222,-0.484,0.176
0.12,0.094,0.785,0.24,0.495,0.432,0.082,0.062,0.094,0.12,0.785,0.504,0.253,0.376,0.154,0.027,0.441,0.224,0.335,0.403,0.336,0.289,0.254,0.548,0.452,0.215,-0.518,-0.202,-0.43,0.269
0.248,0.097,0.655,0.186,0.455,0.366,0.055,0.076,0.097,0.248,0.655,0.428,0.317,0.31,0.097,0.055,0.552,0.228,0.221,0.345,0.324,0.283,0.159,0.359,0.641,0.204,-0.197,-0.715,-0.049,0.138
0.112,0.107,0.781,0.249,0.464,0.346,0.021,0.198,0.107,0.112,0.781,0.411,0.201,0.364,0.101,0.027,0.337,0.349,0.314,0.417,0.32,0.263,0.204,0.488,0.512,0.001,-0.171,-0.164,-0.315,-0.177
0.139,0.176,0.685,0.241,0.37,0.259,0.009,0.12,0.176,0.139,0.685,0.389,0.222,0.426,0.13,0.028,0.435,0.296,0.269,0.333,0.417,0.222,0.139,0.407,0.593,0.447,-0.041,-0.348,-0.613,-0.045
0.137,0.149,0.714,0.198,0.512,0.444,0.048,0.073,0.149,0.137,0.714,0.508,0.19,0.367,0.113,0.036,0.464,0.29,0.246,0.46,0.278,0.222,0.242,0.472,0.528,0.117,-0.523,-0.394,-0.462,0.214
0.075,0.09,0.836,0.209,0.56,0.485,0.052,0.082,0.09,0.075,0.836,0.515,0.194,0.336,0.082,0.075,0.403,0.269,0.328,0.507,0.276,0.224,0.313,0.597,0.403,0.089,-0.787,-0.007,-0.462,0.013
0.125,0.144,0.731,0.181,0.491,0.421,0.018,0.074,0.144,0.125,0.731,0.487,0.203,0.376,0.114,0.026,0.443,0.288,0.269,0.454,0.343,0.188,0.221,0.494,0.506,0.222,-0.619,-0.379,-0.611,0.102
0.138,0.124,0.739,0.188,0.514,0.44,0.028,0.087,0.124,0.138,0.739,0.532,0.202,0.335,0.106,0.023,0.491,0.303,0.206,0.482,0.28,0.216,0.193,0.454,0.546,-0.094,-0.522,-0.442,-0.424,0.13
0.212,0.155,0.633,0.152,0.43,0.345,0.057,0.079,0.155,0.212,0.633,0.459,0.32,0.297,0.079,0.044,0.513,0.259,0.228,0.354,0.424,0.206,0.133,0.405,0.595,0.309,-0.08,-0.52,-0.296,0.104
0.135,0.154,0.711,0.192,0.477,0.372,0.045,0.075,0.154,0.135,0.711,0.432,0.222,0.41,0.117,0.06,0.496,0.195,0.308,0.372,0.338,0.289,0.233,0.47,0.53,0.392,-0.419,-0.178,-0.398,0.111
0.133,0.119,0.748,0.202,0.528,0.463,0.073,0.078,0.119,0.133,0.748,0.459,0.225,0.394,0.11,0.028,0.413,0.243,0.344,0.454,0.307,0.243,0.289,0.555,0.445,0.322,-0.654,-0.192,-0.446,0.236
0.135,0.122,0.743,0.26,0.467,0.403,0.05,0.091,0.122,0.135,0.743,0.483,0.202,0.403,0.149,0.028,0.445,0.287,0.268,0.417,0.268,0.279,0.26,0.53,0.47,0.344,-0.476,-0.31,-0.376,0.142
0.157,0.12,0.722,0.139,0.542,0.472,0.051,0.069,0.12,0.157,0.722,0.523,0.25,0.287,0.069,0.028,0.444,0.315,0.241,0.491,0.347,0.176,0.19,0.463,0.537,-0.121,-0.54,-0.446,-0.391,0.179
0.14,0.134,0.726,0.203,0.472,0.375,0.045,0.095,0.134,0.14,0.726,0.5,0.237,0.338,0.131,0.045,0.442,0.289,0.269,0.416,0.338,0.241,0.205,0.478,0.522,0.089,-0.36,-0.284,-0.46,0.088
0.102,0.165,0.732,0.22,0.441,0.346,0.024,0.079,0.165,0.102,0.732,0.441,0.197,0.378,0.102,0.063,0.465,0.276,0.26,0.37,0.386,0.22,0.165,0.425,0.575,0.177,-0.31,-0.364,-0.696,0.012
0.167,0.162,0.671,0.118,0.51,0.432,0.043,0.092,0.162,0.167,0.671,0.477,0.253,0.302,0.059,0.025,0.501,0.267,0.232,0.445,0.356,0.183,0.17,0.402,0.598,0.011,-0.32,-0.477,-0.41,0.122
0.145,0.084,0.771,0.373,0.325,0.301,0.024,0.048,0.084,0.145,0.771,0.482,0.241,0.41,0.193,0.12,0.337,0.386,0.277,0.398,0.265,0.289,0.253,0.578,0.422,0.617,-0.663,-0.156,-0.453,-0.369
0.113,0.109,0.778,0.235,0.487,0.404,0.013,0.096,0.109,0.113,0.778,0.496,0.183,0.374,0.143,0.026,0.43,0.287,0.283,0.474,0.274,0.226,0.226,0.47,0.53,-0.043,-0.475,-0.298,-0.497,0.09
0.125,0.108,0.767,0.211,0.523,0.473,0.029,0.054,0.108,0.125,0.767,0.527,0.186,0.358,0.161,0.025,0.455,0.29,0.254,0.47,0.272,0.262,0.262,0.516,0.484,-0.033,-0.859,-0.441,-0.552,0.215
0.117,0.082,0.801,0.21,0.577,0.526,0.071,0.052,0.082,0.117,0.801,0.526,0.203,0.365,0.13,0.027,0.484,0.21,0.306,0.512,0.235,0.254,0.314,0.537,0.463,-0.015,-0.81,-0.282,-0.376,0.308
0.123,0.131,0.747,0.224,0.499,0.408,0.051,0.085,0.131,0.123,0.747,0.509,0.197,0.373,0.136,0.061,0.419,0.304,0.277,0.419,0.288,0.296,0.235,0.499,0.501,0.071,-0.557,-0.217,-0.415,0.106
0.12,0.115,0.764,0.269,0.462,0.399,0.024,0.091,0.115,0.12,0.764,0.5,0.178,0.375,0.139,0.029,0.486,0.284,0.231,0.438,0.298,0.236,0.236,0.49,0.51,0.119,-0.5,-0.371,-0.535,0.165
0.219,0.103,0.678,0.123,0.5,0.459,0.034,0.041,0.103,0.219,0.678,0.39,0.308,0.37,0.096,0.007,0.486,0.192,0.322,0.459,0.329,0.171,0.288,0.514,0.486,0.709,-0.729,-0.547,-0.324,0.132
0.164,0.142,0.694,0.183,0.462,0.409,0.058,0.092,0.142,0.164,0.694,0.455,0.272,0.323,0.104,0.013,0.43,0.302,0.268,0.394,0.381,0.236,0.172,0.438,0.562,0.092,-0.325,-0.458,-0.488,0.139
0.16,0.145,0.695,0.214,0.454,0.353,0.042,0.101,0.145,0.16,0.695,0.453,0.229,0.378,0.131,0.048,0.43,0.279,0.291,0.402,0.327,0.249,0.216,0.465,0.535,0.25,-0.312,-0.275,-0.397,0.093
0.11,0.11,0.78,0.196,0.555,0.473,0.041,0.069,0.11,0.11,0.78,0.555,0.18,0.355,0.151,0.045,0.457,0.265,0.278,0.486,0.237,0.265,0.31,0.555,0.445,0.061,-0.819,-0.22,-0.463,0.217
0.145,0.133,0.723,0.139,0.56,0.479,0.063,0.087,0.133,0.145,0.723,0.533,0.232,0.319,0.072,0.021,0.491,0.259,0.25,0.482,0.274,0.211,0.232,0.506,0.494,0.1,-0.46,-0.331,-0.299,0.238
0.145,0.105,0.75,0.184,0.527,0.458,0.03,0.06,0.105,0.145,0.75,0.503,0.214,0.331,0.111,0.045,0.443,0.286,0.271,0.482,0.292,0.226,0.229,0.497,0.503,-0.054,-0.676,-0.391,-0.376,0.122
0.121,0.089,0.79,0.257,0.514,0.45,0.108,0.072,0.089,0.121,0.79,0.519,0.25,0.363,0.165,0.038,0.42,0.242,0.338,0.396,0.304,0.373,0.277,0.557,0.443,0.057,-0.561,-0.036,-0.302,0.321
0.135,0.132,0.733,0.164,0.525,0.45,0.038,0.057,0.132,0.135,0.733,0.503,0.217,0.349,0.11,0.044,0.456,0.264,0.28,0.456,0.349,0.208,0.258,0.528,0.472,0.202,-0.718,-0.328,-0.49,0.175
0.133,0.13,0.738,0.285,0.42,0.37,0.074,0.06,0.13,0.133,0.738,0.464,0.239,0.399,0.148,0.071,0.423,0.255,0.322,0.384,0.336,0.288,0.274,0.556,0.444,0.509,-0.467,-0.046,-0.454,0.101
0.13,0.105,0.765,0.188,0.523,0.445,0.058,0.092,0.105,0.13,0.765,0.512,0.242,0.325,0.103,0.035,0.42,0.283,0.297,0.46,0.297,0.253,0.232,0.522,0.478,0.031,-0.461,-0.192,-0.294,0.11
0.134,0.128,0.738,0.207,0.453,0.368,0.025,0.118,0.128,0.134,0.738,0.463,0.237,0.32,0.123,0.028,0.375,0.33,0.295,0.416,0.34,0.252,0.169,0.418,0.582,-0.117,-0.225,-0.256,-0.486,0.021
0.143,0.136,0.72,0.203,0.486,0.416,0.042,0.07,0.136,0.143,0.72,0.507,0.217,0.353,0.129,0.035,0.497,0.276,0.227,0.409,0.315,0.248,0.224,0.479,0.521,0.201,-0.534,-0.462,-0.502,0.194
0.11,0.155,0.735,0.19,0.505,0.445,0.05,0.06,0.155,0.11,0.735,0.505,0.2,0.375,0.12,0.025,0.495,0.23,0.275,0.45,0.33,0.225,0.27,0.51,0.49,0.264,-0.582,-0.187,-0.592,0.269
0.147,0.118,0.735,0.155,0.559,0.488,0.055,0.071,0.118,0.147,0.735,0.512,0.224,0.314,0.08,0.043,0.52,0.202,0.278,0.485,0.252,0.221,0.319,0.549,0.451,0.297,-0.585,-0.203,-0.259,0.276
0.246,0.102,0.653,0.144,0.492,0.458,0.034,0.025,0.102,0.246,0.653,0.458,0.297,0.314,0.102,0.034,0.508,0.246,0.246,0.441,0.263,0.203,0.246,0.458,0.542,0.463,-0.598,-0.751,-0.176,0.198
0.121,0.107,0.772,0.242,0.503,0.456,0.047,0.054,0.107,0.121,0.772,0.51,0.195,0.362,0.128,0.027,0.51,0.221,0.268,0.443,0.315,0.235,0.228,0.483,0.517,-0.023,-0.564,-0.424,-0.519,0.333
0.107,0.095,0.798,0.254,0.497,0.414,0.038,0.106,0.095,0.107,0.798,0.541,0.193,0.332,0.146,0.052,0.376,0.351,0.273,0.468,0.269,0.269,0.24,0.55,0.45,-0.116,-0.585,-0.172,-0.45,0.041
0.159,0.114,0.727,0.201,0.474,0.371,0.056,0.117,0.114,0.159,0.727,0.505,0.266,0.283,0.1,0.056,0.432,0.315,0.252,0.414,0.32,0.262,0.175,0.451,0.549,-0.074,-0.169,-0.259,-0.247,0.028
0.142,0.128,0.731,0.202,0.482,0.417,0.049,0.079,0.128,0.142,0.731,0.496,0.237,0.336,0.117,0.04,0.403,0.314,0.283,0.441,0.326,0.229,0.229,0.512,0.488,0.162,-0.496,-0.278,-0.457,0.102
0.13,0.081,0.789,0.25,0.511,0.454,0.116,0.095,0.081,0.13,0.789,0.493,0.275,0.345,0.127,0.039,0.423,0.232,0.345,0.405,0.327,0.327,0.31,0.577,0.423,0.249,-0.504,-0.005,-0.251,0.251
0.136,0.115,0.748,0.237,0.474,0.417,0.122,0.05,0.115,0.136,0.748,0.484,0.295,0.379,0.168,0.03,0.44,0.198,0.362,0.343,0.379,0.339,0.236,0.519,0.481,0.245,-0.371,-0.17,-0.407,0.342
0.137,0.097,0.766,0.29,0.419,0.339,0.024,0.081,0.097,0.137,0.766,0.508,0.218,0.355,0.185,0.065,0.419,0.347,0.234,0.379,0.306,0.315,0.21,0.468,0.532,0.065,-0.481,-0.338,-0.448,-0.0
0.139,0.144,0.717,0.19,0.49,0.415,0.046,0.101,0.144,0.139,0.717,0.441,0.222,0.402,0.113,0.025,0.397,0.268,0.335,0.426,0.31,0.257,0.245,0.536,0.464,0.374,-0.493,-0.187,-0.392,0.087
0.188,0.159,0.653,0.153,0.455,0.347,0.057,0.136,0.159,0.188,0.653,0.449,0.29,0.301,0.08,0.04,0.369,0.341,0.29,0.392,0.358,0.25,0.136,0.426,0.574,0.067,-0.032,-0.233,-0.259,-0.004
0.128,0.16,0.711,0.187,0.496,0.411,0.041,0.099,0.16,0.128,0.711,0.487,0.198,0.37,0.111,0.032,0.417,0.289,0.294,0.446,0.327,0.242,0.187,0.443,0.557,-0.078,-0.42,-0.217,-0.516,0.159
0.171,0.15,0.679,0.163,0.48,0.374,0.024,0.098,0.15,0.171,0.679,0.463,0.232,0.35,0.085,0.065,0.427,0.317,0.256,0.439,0.301,0.228,0.187,0.467,0.533,0.209,-0.401,-0.307,-0.28,-0.075
0.117,0.078,0.806,0.189,0.583,0.51,0.058,0.068,0.078,0.117,0.806,0.553,0.209,0.335,0.131,0.049,0.427,0.257,0.316,0.524,0.233,0.252,0.35,0.612,0.388,0.096,-0.885,-0.108,-0.292,0.18
0.133,0.129,0.738,0.129,0.573,0.495,0.032,0.045,0.129,0.133,0.738,0.524,0.201,0.327,0.065,0.061,0.476,0.272,0.252,0.511,0.275,0.175,0.275,0.537,0.463,0.206,-0.815,-0.344,-0.421,0.135
0.123,0.093,0.784,0.216,0.515,0.444,0.045,0.082,0.093,0.123,0.784,0.522,0.22,0.336,0.123,0.052,0.373,0.321,0.306,0.5,0.265,0.228,0.269,0.563,0.437,0.065,-0.609,-0.167,-0.327,0.01
0.109,0.114,0.777,0.255,0.467,0.398,0.027,0.066,0.114,0.109,0.777,0.467,0.191,0.416,0.164,0.034,0.422,0.268,0.31,0.416,0.34,0.247,0.284,0.568,0.432,0.41,-0.693,-0.261,-0.59,0.135
0.183,0.143,0.674,0.233,0.405,0.348,0.072,0.062,0.143,0.183,0.674,0.418,0.29,0.381,0.136,0.047,0.473,0.216,0.311,0.334,0.369,0.292,0.23,0.492,0.508,0.614,-0.246,-0.23,-0.334,0.163
0.338,0.127,0.535,0.113,0.394,0.338,0.042,0.07,0.127,0.338,0.535,0.437,0.408,0.211,0.07,0.028,0.648,0.225,0.127,0.352,0.324,0.169,0.183,0.394,0.606,0.807,0.063,-0.936,0.056,0.121
0.139,0.13,0.731,0.201,0.508,0.424,0.034,0.096,0.13,0.139,0.731,0.489,0.195,0.368,0.105,0.031,0.461,0.285,0.254,0.455,0.276,0.22,0.226,0.492,0.508,0.148,-0.474,-0.405,-0.4,0.137
0.173,0.135,0.692,0.216,0.418,0.356,0.019,0.087,0.135,0.173,0.692,0.442,0.25,0.317,0.125,0.038,0.534,0.226,0.24,0.399,0.308,0.25,0.212,0.409,0.591,0.202,-0.198,-0.347,-0.393,0.09
0.138,0.102,0.761,0.208,0.53,0.479,0.105,0.044,0.102,0.138,0.761,0.504,0.265,0.367,0.132,0.032,0.481,0.181,0.338,0.421,0.313,0.303,0.271,0.537,0.463,0.184,-0.573,-0.185,-0.319,0.359
0.127,0.135,0.738,0.189,0.478,0.38,0.049,0.131,0.135,0.127,0.738,0.455,0.247,0.338,0.093,0.028,0.386,0.309,0.305,0.415,0.347,0.233,0.169,0.461,0.539,0.027,-0.195,-0.258,-0.442,-0.014
0.129,0.144,0.727,0.268,0.362,0.3,0.029,0.095,0.144,0.129,0.727,0.385,0.256,0.396,0.169,0.047,0.343,0.294,0.363,0.343,0.381,0.289,0.231,0.538,0.462,0.561,-0.313,-0.044,-0.611,-0.105
0.1,0.1,0.801,0.131,0.641,0.586,0.024,0.056,0.1,0.1,0.801,0.57,0.151,0.339,0.108,0.016,0.466,0.255,0.279,0.602,0.167,0.183,0.394,0.657,0.343,0.198,-1.129,-0.238,-0.41,0.256
0.085,0.11,0.806,0.188,0.558,0.451,0.053,0.091,0.11,0.085,0.806,0.571,0.197,0.332,0.097,0.041,0.451,0.288,0.26,0.483,0.329,0.201,0.216,0.514,0.486,-0.15,-0.53,-0.249,-0.483,0.159
0.155,0.123,0.723,0.173,0.491,0.418,0.027,0.073,0.123,0.155,0.723,0.482,0.241,0.323,0.086,0.045,0.473,0.273,0.255,0.464,0.295,0.214,0.195,0.445,0.555,0.065,-0.391,-0.349,-0.301,0.021
0.146,0.144,0.71,0.193,0.472,0.376,0.033,0.105,0.144,0.146,0.71,0.456,0.224,0.359,0.097,0.044,0.467,0.262,0.271,0.45,0.34,0.185,0.215,0.431,0.569,0.14,-0.305,-0.3,-0.443,0.036
0.185,0.129,0.685,0.146,0.539,0.483,0.034,0.073,0.129,0.185,0.685,0.506,0.219,0.315,0.09,0.028,0.517,0.264,0.219,0.5,0.242,0.191,0.253,0.483,0.517,0.105,-0.625,-0.574,-0.297,0.192
0.127,0.115,0.758,0.187,0.536,0.467,0.055,0.063,0.115,0.127,0.758,0.533,0.216,0.329,0.092,0.069,0.395,0.337,0.268,0.476,0.303,0.236,0.242,0.539,0.461,0.037,-0.771,-0.251,-0.422,0.068
0.136,0.142,0.722,0.22,0.464,0.377,0.043,0.095,0.142,0.136,0.722,0.464,0.218,0.373,0.119,0.049,0.449,0.268,0.283,0.416,0.321,0.252,0.218,0.463,0.537,0.17,-0.353,-0.223,-0.437,0.078
0.111,0.137,0.752,0.218,0.511,0.433,0.055,0.104,0.137,0.111,0.752,0.515,0.189,0.362,0.137,0.036,0.43,0.287,0.283,0.44,0.29,0.293,0.248,0.534,0.466,-0.008,-0.59,-0.145,-0.498,0.18
0.077,0.192,0.731,0.212,0.5,0.423,0.115,0.115,0.192,0.077,0.731,0.519,0.212,0.365,0.077,0.096,0.288,0.327,0.385,0.442,0.404,0.269,0.308,0.692,0.308,0.368,-0.601,0.543,-0.502,0.042
0.117,0.112,0.771,0.179,0.569,0.479,0.045,0.071,0.112,0.117,0.771,0.538,0.186,0.357,0.11,0.055,0.457,0.269,0.274,0.493,0.257,0.248,0.281,0.54,0.46,0.042,-0.803,-0.225,-0.391,0.171
0.15,0.118,0.733,0.205,0.486,0.415,0.062,0.076,0.118,0.15,0.733,0.482,0.253,0.362,0.111,0.012,0.539,0.189,0.272,0.422,0.332,0.226,0.228,0.463,0.537,0.269,-0.258,-0.341,-0.325,0.279
0.09,0.157,0.753,0.211,0.494,0.361,0.03,0.133,0.157,0.09,0.753,0.518,0.169,0.398,0.151,0.048,0.349,0.343,0.307,0.428,0.313,0.271,0.223,0.578,0.422,0.125,-0.504,-0.042,-0.537,0.0
0.152,0.127,0.721,0.133,0.57,0.497,0.03,0.055,0.127,0.152,0.721,0.576,0.2,0.291,0.091,0.042,0.588,0.236,0.176,0.509,0.267,0.182,0.297,0.527,0.473,0.149,-0.795,-0.446,-0.392,0.282
0.073,0.092,0.835,0.274,0.458,0.388,0.032,0.102,0.092,0.073,0.835,0.45,0.208,0.398,0.175,0.032,0.325,0.289,0.387,0.417,0.303,0.292,0.287,0.619,0.381,0.327,-0.585,0.007,-0.61,-0.023
0.151,0.141,0.708,0.219,0.432,0.333,0.021,0.099,0.141,0.151,0.708,0.49,0.229,0.359,0.13,0.042,0.495,0.323,0.182,0.391,0.339,0.26,0.156,0.406,0.594,0.13,-0.343,-0.409,-0.471,-0.016
0.185,0.151,0.664,0.16,0.487,0.395,0.059,0.109,0.151,0.185,0.664,0.487,0.261,0.294,0.092,0.034,0.479,0.294,0.227,0.395,0.345,0.252,0.185,0.42,0.58,0.046,-0.236,-0.415,-0.319,0.204
0.158,0.119,0.723,0.196,0.465,0.404,0.05,0.077,0.119,0.158,0.723,0.431,0.269,0.369,0.092,0.015,0.419,0.258,0.323,0.423,0.381,0.212,0.227,0.512,0.488,0.438,-0.351,-0.224,-0.326,0.143
0.123,0.14,0.737,0.144,0.567,0.516,0.042,0.058,0.14,0.123,0.737,0.547,0.191,0.328,0.098,0.019,0.477,0.263,0.26,0.512,0.258,0.198,0.286,0.563,0.437,0.15,-0.753,-0.315,-0.486,0.295
0.143,0.143,0.715,0.128,0.553,0.482,0.054,0.079,0.143,0.143,0.715,0.501,0.231,0.317,0.069,0.034,0.482,0.26,0.258,0.469,0.346,0.201,0.206,0.437,0.563,-0.112,-0.601,-0.426,-0.469,0.172
0.24,0.06,0.7,0.227,0.393,0.34,0.027,0.06,0.06,0.24,0.7,0.467,0.347,0.287,0.173,0.027,0.48,0.287,0.233,0.34,0.347,0.293,0.187,0.507,0.493,0.436,-0.384,-0.626,-0.181,0.075
0.244,0.084,0.672,0.143,0.487,0.437,0.042,0.025,0.084,0.244,0.672,0.437,0.328,0.345,0.118,0.034,0.479,0.235,0.286,0.412,0.269,0.227,0.193,0.479,0.521,0.469,-0.601,-0.833,-0.18,0.073
0.165,0.212,0.624,0.106,0.494,0.376,0.024,0.082,0.212,0.165,0.624,0.447,0.212,0.412,0.082,0.035,0.471,0.224,0.306,0.435,0.365,0.165,0.235,0.482,0.518,0.601,-0.413,-0.186,-0.498,0.207
0.158,0.131,0.711,0.258,0.416,0.336,0.039,0.094,0.131,0.158,0.711,0.467,0.234,0.342,0.121,0.07,0.473,0.299,0.227,0.402,0.338,0.244,0.199,0.43,0.57,0.14,-0.249,-0.307,-0.376,-0.018
0.154,0.129,0.717,0.182,0.513,0.446,0.083,0.083,0.129,0.154,0.717,0.532,0.259,0.35,0.127,0.016,0.44,0.28,0.28,0.422,0.276,0.298,0.219,0.544,0.456,0.213,-0.429,-0.259,-0.248,0.225
0.134,0.108,0.758,0.131,0.59,0.496,0.037,0.063,0.108,0.134,0.758,0.51,0.208,0.333,0.08,0.066,0.407,0.285,0.308,0.516,0.262,0.219,0.265,0.533,0.467,-0.007,-0.835,-0.263,-0.314,0.072
0.118,0.142,0.741,0.22,0.486,0.41,0.044,0.095,0.142,0.118,0.741,0.499,0.197,0.373,0.115,0.049,0.408,0.324,0.268,0.446,0.299,0.253,0.235,0.517,0.483,0.165,-0.553,-0.173,-0.489,0.045
0.143,0.123,0.734,0.251,0.444,0.384,0.054,0.088,0.123,0.143,0.734,0.446,0.236,0.385,0.13,0.047,0.389,0.3,0.312,0.406,0.332,0.266,0.234,0.518,0.482,0.313,-0.456,-0.212,-0.424,0.041
0.13,0.113,0.757,0.215,0.51,0.429,0.049,0.073,0.113,0.13,0.757,0.514,0.211,0.356,0.101,0.032,0.506,0.243,0.251,0.462,0.308,0.198,0.186,0.417,0.583,-0.104,-0.351,-0.45,-0.43,0.227
0.123,0.098,0.779,0.27,0.477,0.44,0.052,0.057,0.098,0.123,0.779,0.468,0.207,0.4,0.132,0.025,0.451,0.271,0.278,0.425,0.301,0.258,0.259,0.512,0.488,0.301,-0.606,-0.377,-0.485,0.211
0.123,0.111,0.766,0.234,0.48,0.398,0.057,0.09,0.111,0.123,0.766,0.516,0.234,0.311,0.107,0.082,0.418,0.299,0.283,0.43,0.316,0.27,0.258,0.533,0.467,0.134,-0.452,-0.019,-0.341,0.035
0.174,0.198,0.628,0.212,0.389,0.319,0.01,0.045,0.198,0.174,0.628,0.417,0.212,0.42,0.146,0.052,0.486,0.271,0.243,0.347,0.354,0.233,0.194,0.42,0.58,0.602,-0.366,-0.497,-0.616,0.099
0.164,0.13,0.705,0.198,0.449,0.348,0.01,0.101,0.13,0.164,0.705,0.459,0.232,0.353,0.121,0.043,0.42,0.314,0.266,0.425,0.329,0.193,0.203,0.449,0.551,0.251,-0.339,-0.418,-0.448,-0.002
