BTC_T,BTC_H,BTC_S,BTC_D
2204,1232,2026,178
5986,3283,5468,518
7818,4296,7127,691
2291,1278,2105,186
5259,2890,4792,467
1878,1046,1723,155
11176,6074,10142,1034
11284,6290,10381,903
27971,15445,25534,2437
1932,1073,1769,163
21555,11801,19694,1861
5535,3016,5021,514
39173,21391,35828,3345
10134,5543,9213,921
21419,11674,19561,1858
12333,6658,11139,1194
2428,1339,2224,204
2503,1410,2304,199
8369,4705,7695,674
5722,3152,5224,498
13497,7421,12317,1180
7853,4311,7165,688
4965,2777,4565,400
3119,1704,2841,278
3438,1863,3124,314
5750,3205,5265,485
4163,2330,3812,351
4927,2762,4522,405
3388,1883,3100,288
5805,3203,5298,507
5877,3219,5359,518
15815,8662,14388,1427
7172,3974,6565,607
6150,3378,5593,557
14292,7781,12975,1317
13203,7251,12035,1168
9728,5260,8824,904
5002,2732,4554,448
11386,6154,10339,1047
2546,1431,2345,201
7825,4256,7143,682
11921,6529,10877,1044
13252,7318,12099,1153
7536,4173,6917,619
6498,3588,5942,556
15616,8600,14249,1367
40274,22184,36747,3527
7057,3942,6475,582
5845,3224,5337,508
4270,2380,3897,373
13574,7461,12386,1188
25155,13781,23112,2043
8789,4808,8015,774
5924,3302,5439,485
2323,1272,2116,207
2490,1367,2268,222
7710,4251,7029,681
2654,1481,2440,214
5416,2958,4945,471
7062,3883,6439,623
15745,8650,14368,1377
9653,5380,8809,844
5566,3098,5108,458
5626,3121,5145,481
6444,3595,5892,552
12225,6761,11191,1034
16956,9315,15477,1479
9276,5039,8404,872
7269,3975,6616,653
3176,1744,2892,284
3576,2024,3291,285
3455,1912,3149,306
5676,3135,5178,498
2603,1433,2369,234
2307,1217,2087,220
10517,5775,9615,902
11659,6359,10651,1008
4462,2428,4043,419
6988,3859,6393,595
9922,5439,9080,842
6911,3808,6309,602
5379,2920,4876,503
6237,3400,5665,572
2034,1113,1855,179
4040,2221,3689,351
5726,3159,5232,494
7143,3968,6545,598
8136,4457,7394,742
6025,3326,5526,499
12617,6960,11506,1111
4081,2251,3726,355
3467,1939,3156,311
4751,2640,4364,387
10032,5449,9151,881
3467,1871,3136,331
5742,3167,5249,493
3310,1806,3010,300
13121,7189,12003,1118
2179,1209,1998,181
6165,3393,5628,537
3799,2019,3429,370
4422,2369,3990,432
4182,2310,3823,359
6632,3630,6040,592
20709,11449,18915,1794
5916,3275,5409,507
3507,1958,3222,285
3146,1737,2871,275
6082,3325,5524,558
14860,8126,13574,1286
3873,2133,3547,326
4895,2723,4493,402
6974,3845,6368,606
8542,4712,7800,742
5992,3335,5494,498
1988,1077,1805,183
9229,5079,8418,811
2831,1546,2574,257
61578,33969,56312,5266
2825,1537,2560,265
14632,7961,13280,1352
6513,3534,5914,599
3410,1858,3109,301
8843,4782,7994,849
5066,2758,4602,464
8008,4354,7259,749
7984,4330,7219,765
8527,4691,7775,752
5794,3201,5288,506
5717,3134,5205,512
2365,1290,2161,204
8038,4445,7345,693
10010,5480,9111,899
5660,3082,5142,518
3280,1768,2986,294
10395,5669,9460,935
6510,3623,5948,562
8385,4517,7617,768
3314,1803,3019,295
3001,1634,2731,270
10202,5586,9319,883
2657,1472,2434,223
5269,2871,4789,480
8002,4374,7277,725
2553,1420,2340,213
7527,4137,6857,670
4833,2652,4404,429
8549,4649,7779,770
4791,2622,4344,447
7015,3845,6395,620
3455,1875,3134,321
4857,2740,4479,378
1583,868,1440,143
2119,1182,1939,180
6701,3719,6145,556
16467,9057,15026,1441
4041,2183,3668,373
12091,6684,11055,1036
9645,5264,8783,862
9287,5157,8493,794
8080,4393,7341,739
6521,3557,5921,600
3892,2100,3537,355
5390,2921,4883,507
7143,3902,6508,635
2186,1232,2013,173
6456,3546,5887,569
5920,3281,5421,499
4970,2725,4546,424
4016,2188,3652,364
5549,3069,5086,463
5939,3282,5421,518
2451,1330,2226,225
12215,6657,11168,1047
6045,3297,5519,526
5076,2848,4663,413
5631,3119,5143,488
6669,3620,6055,614
3125,1734,2863,262
5939,3321,5446,493
6687,3658,6110,577
2639,1454,2403,236
9242,5091,8422,820
4020,2197,3646,374
2865,1576,2621,244
13661,7423,12424,1237
2444,1335,2225,219
4370,2370,3971,399
4909,2717,4495,414
3200,1785,2935,265
4060,2260,3728,332
4593,2512,4184,409
7909,4291,7178,731
5588,3095,5111,477
23570,13025,21550,2020
5512,2984,5027,485
4970,2753,4545,425
1955,1099,1800,155
21273,11520,19271,2002
8309,4497,7531,778
2023,1105,1842,181
53502,29484,48824,4678
2633,1453,2400,233
10067,5520,9188,879
3293,1820,3015,278
14285,7863,13029,1256
8763,4739,7915,848
12395,6878,11346,1049
13354,7320,12156,1198
7389,4005,6689,700
11468,6253,10419,1049
6245,3393,5644,601
3585,1944,3249,336
8194,4587,7535,659
16127,8781,14729,1398
6620,3677,6077,543
9598,5253,8731,867
1740,945,1586,154
5160,2850,4712,448
7731,4305,7077,654
4035,2160,3654,381
4719,2593,4295,424
6541,3603,5975,566
5339,2930,4880,459
3494,1947,3202,292
11868,6636,10874,994
5405,2992,4924,481
2393,1297,2172,221
10586,5840,9675,911
9901,5293,8917,984
8537,4599,7710,827
11165,6068,10125,1040
2348,1299,2142,206
10501,5809,9601,900
13718,7489,12472,1246
4579,2470,4142,437
12287,6717,11201,1086
3648,1980,3304,344
2472,1353,2269,203
5745,3122,5213,532
2757,1534,2523,234
5628,3135,5152,476
5421,2954,4923,498
6298,3482,5741,557
1044,570,959,85
3423,1883,3127,296
27631,15170,25231,2400
2371,1283,2152,219
2559,1399,2322,237
2251,1249,2056,195
5033,2753,4573,460
7178,3914,6520,658
6545,3629,5980,565
10810,5800,9757,1053
3315,1862,3045,270
7222,3963,6586,636
10196,5592,9299,897
8829,4771,8042,787
23629,13192,21728,1901
4482,2452,4078,404
10993,6009,9997,996
7413,4085,6754,659
3496,1913,3172,324
6966,3829,6349,617
7000,3815,6371,629
6007,3331,5496,511
13593,7494,12395,1198
6198,3393,5637,561
4352,2399,3965,387
10953,6025,10013,940
3412,1900,3137,275
5147,2845,4693,454
9012,4999,8236,776
10026,5442,9087,939
7800,4221,7100,700
3850,2111,3507,343
8048,4484,7392,656
9397,5209,8612,785
9439,5147,8585,854
3686,2021,3356,330
5161,2913,4759,402
6668,3603,6033,635
3977,2225,3646,331
7886,4306,7161,725
4223,2318,3851,372
6017,3262,5464,553
33398,18000,30207,3191
9571,5331,8775,796
3994,2171,3632,362
2549,1397,2318,231
8336,4626,7624,712
3952,2148,3580,372
2145,1186,1958,187
5521,3051,5047,474
12810,6987,11643,1167
10249,5581,9316,933
1482,803,1358,124
2982,1622,2707,275
20559,11292,18722,1837
7548,4112,6868,680
7241,3913,6555,686
11646,6300,10528,1118
6937,3805,6317,620
2668,1453,2436,232
6384,3575,5869,515
4525,2462,4102,423
2472,1313,2242,230
4604,2544,4198,406
26249,14448,23978,2271
9130,5042,8341,789
8428,4538,7624,804
5455,2959,4979,476
6196,3409,5649,547
6763,3684,6150,613
5372,2983,4904,468
5722,3099,5192,530
5885,3202,5345,540
3600,2015,3304,296
8305,4615,7593,712
9744,5308,8845,899
8882,4859,8102,780
1657,921,1518,139
4008,2182,3653,355
6295,3449,5730,565
4401,2349,3988,413
2747,1523,2515,232
7133,3952,6530,603
7571,4179,6922,649
2212,1242,2029,183
5261,2869,4797,464
8414,4534,7607,807
4380,2417,3985,395
6755,3741,6182,573
4155,2288,3792,363
14660,8017,13371,1289
12309,6800,11249,1060
10520,5785,9603,917
3802,2093,3467,335
3484,1887,3160,324
4058,2239,3702,356
6217,3384,5643,574
11188,6013,10178,1010
3945,2181,3601,344
2561,1366,2322,239
9318,5071,8467,851
13062,7147,11878,1184
2031,1111,1843,188
5847,3220,5333,514
5237,2918,4803,434
15407,8301,13977,1430
4052,2241,3697,355
7654,4218,6992,662
5290,2795,4741,549
5978,3263,5434,544
5115,2757,4614,501
7610,4213,6957,653
7364,4048,6716,648
9179,5026,8384,795
1789,1003,1647,142
2815,1530,2557,258
13315,7250,12096,1219
3328,1806,3021,307
7681,4212,7048,633
2268,1282,2096,172
6856,3834,6295,561
6204,3432,5685,519
4340,2395,3961,379
3295,1784,2984,311
4238,2341,3871,367
2300,1263,2103,197
4387,2435,4015,372
1636,921,1507,129
4026,2198,3661,365
3498,1925,3190,308
6922,3858,6335,587
8492,4670,7748,744
7380,4035,6705,675
14022,7716,12810,1212
5787,3155,5259,528
2753,1542,2533,220
5237,2862,4766,471
1931,1024,1745,186
4331,2386,3958,373
8956,4971,8200,756
3464,1916,3168,296
8460,4608,7709,751
2492,1385,2282,210
4413,2416,4026,387
5667,3149,5182,485
6252,3440,5695,557
5041,2811,4612,429
4866,2712,4467,399
6044,3293,5496,548
4316,2341,3920,396
16248,9021,14902,1346
5435,2984,4976,459
4606,2577,4232,374
4268,2398,3919,349
7738,4269,7077,661
6727,3728,6176,551
4061,2267,3730,331
2606,1428,2380,226
5957,3325,5468,489
7001,3866,6401,600
8152,4406,7372,780
9232,5040,8438,794
8403,4497,7580,823
5398,2931,4895,503
6766,3697,6152,614
4539,2529,4158,381
6707,3723,6145,562
6200,3406,5653,547
29785,16452,27229,2556
6103,3331,5536,567
12813,7046,11685,1128
13457,7347,12290,1167
5881,3247,5367,514
4304,2361,3911,393
2617,1405,2361,256
1394,786,1282,112
6849,3802,6273,576
12744,6960,11621,1123
5868,3210,5345,523
6434,3579,5899,535
4500,2453,4090,410
9495,5161,8627,868
7157,3898,6523,634
9476,5154,8613,863
3437,1868,3122,315
6691,3680,6091,600
16866,9221,15374,1492
2670,1467,2430,240
6181,3428,5652,529
3588,1990,3289,299
2224,1222,2026,198
10318,5514,9341,977
7802,4385,7182,620
5373,2966,4913,460
14518,7901,13239,1279
16169,8974,14800,1369
5312,2865,4800,512
4796,2649,4384,412
2382,1330,2191,191
6722,3621,6095,627
10429,5718,9528,901
2719,1506,2486,233
7939,4326,7185,754
3531,1922,3207,324
5437,3012,4973,464
6849,3751,6232,617
3741,2062,3419,322
5470,3002,4978,492
7265,4105,6666,599
4648,2600,4266,382
3587,1980,3277,310
5060,2811,4632,428
6648,3607,6025,623
7080,3905,6454,626
4738,2592,4318,420
3361,1825,3049,312
8254,4604,7566,688
15034,8232,13712,1322
4131,2248,3748,383
7210,3969,6594,616
4569,2531,4178,391
8872,4928,8100,772
7077,3825,6440,637
4890,2716,4475,415
5637,3098,5136,501
6495,3603,5937,558
2382,1305,2171,211
8136,4450,7396,740
6936,3842,6341,595
7552,4141,6880,672
2683,1468,2448,235
6770,3712,6163,607
2514,1380,2287,227
5156,2856,4707,449
8287,4527,7554,733
2591,1412,2352,239
12064,6657,10990,1074
2020,1095,1830,190
4030,2216,3681,349
16792,9233,15367,1425
19069,10454,17400,1669
2799,1548,2560,239
7118,3930,6505,613
10897,5857,9842,1055
7588,4178,6918,670
4680,2623,4299,381
7181,3965,6552,629
10886,5893,9892,994
2266,1274,2089,177
9115,4970,8268,847
3192,1747,2921,271
7903,4351,7212,691
5555,3032,5034,521
3958,2181,3612,346
95009,51829,86467,8542
4862,2709,4461,401
2782,1527,2533,249
2274,1276,2096,178
8044,4396,7308,736
11109,6070,10140,969
4511,2422,4080,431
3383,1878,3093,290
6579,3598,5978,601
8363,4504,7550,813
5174,2843,4719,455
3391,1894,3114,277
5870,3240,5332,538
8569,4671,7771,798
2922,1592,2657,265
19288,10737,17678,1610
2538,1414,2328,210
36307,20113,33247,3060
1277,707,1174,103
10411,5637,9472,939
6770,3779,6231,539
6567,3675,6028,539
5442,2984,4965,477
3493,1923,3179,314
4593,2543,4193,400
5954,3319,5463,491
6467,3560,5894,573
14397,7790,13026,1371
14028,7860,12876,1152
7361,3994,6669,692
7827,4311,7135,692
11389,6307,10418,971
12863,7052,11761,1102
4191,2286,3811,380
1980,1095,1811,169
9348,5094,8487,861
12694,6884,11538,1156
64386,34490,58275,6111
5664,3147,5180,484
2803,1539,2547,256
6554,3662,6005,549
4685,2568,4275,410
6432,3526,5864,568
2274,1231,2055,219
21088,11493,19184,1904
10175,5527,9242,933
6877,3788,6270,607
3364,1817,3039,325
90326,49480,82274,8052
4983,2804,4585,398
13564,7413,12394,1170
2234,1250,2051,183
3272,1765,2959,313
2719,1517,2489,230
4895,2693,4455,440
1598,895,1472,126
3761,2072,3427,334
2928,1588,2665,263
61509,33923,56241,5268
11948,6495,10853,1095
4753,2592,4311,442
13987,7617,12694,1293
4587,2577,4218,369
2335,1298,2136,199
9667,5296,8806,861
4568,2537,4185,383
8181,4521,7471,710
10604,5758,9631,973
4930,2680,4484,446
2795,1554,2557,238
3033,1664,2759,274
7932,4367,7215,717
12477,6737,11279,1198
3063,1659,2767,296
3891,2148,3553,338
1825,996,1668,157
9573,5295,8746,827
4804,2643,4385,419
6335,3423,5731,604
5956,3285,5441,515
2735,1507,2499,236
4167,2255,3776,391
2818,1551,2568,250
5391,2993,4938,453
2874,1591,2627,247
3732,2004,3379,353
6064,3365,5546,518
5391,2977,4926,465
8182,4499,7466,716
9805,5376,8930,875
9895,5381,8980,915
11202,6173,10240,962
4069,2243,3713,356
18393,10057,16800,1593
3303,1815,3006,297
12944,6960,11745,1199
1254,714,1160,94
9223,5017,8361,862
5659,3106,5164,495
9187,5092,8417,770
7220,3985,6592,628
2309,1274,2109,200
11962,6662,10982,980
15078,8177,13732,1346
5084,2768,4612,472
4037,2168,3673,364
9784,5436,8963,821
11331,6154,10273,1058
11903,6454,10817,1086
7826,4310,7150,676
4650,2563,4240,410
3614,2029,3322,292
3725,2059,3409,316
3628,2010,3319,309
2926,1609,2678,248
4913,2690,4468,445
7087,3899,6486,601
21968,12043,20062,1906
55691,30791,50905,4786
4805,2623,4374,431
9400,5211,8590,810
6054,3308,5516,538
6394,3470,5796,598
8155,4495,7446,709
5493,3021,5010,483
4071,2227,3702,369
6240,3461,5724,516
6514,3541,5934,580
4626,2589,4259,367
2775,1539,2536,239
3388,1882,3098,290
13818,7672,12661,1157
5890,3277,5395,495
7929,4380,7246,683
2092,1155,1916,176
15457,8473,14077,1380
3570,1956,3257,313
14793,8043,13426,1367
14593,7945,13285,1308
6956,3813,6337,619
2838,1563,2589,249
10161,5556,9237,924
7078,3896,6452,626
63258,34521,57807,5451
6870,3794,6283,587
3806,2077,3450,356
6856,3721,6203,653
7565,4103,6852,713
5818,3166,5273,545
2837,1554,2577,260
2294,1264,2096,198
6646,3627,6046,600
5980,3330,5476,504
2762,1529,2530,232
5478,2990,4977,501
6722,3681,6134,588
11046,6012,10004,1042
2815,1558,2570,245
4522,2504,4140,382
6072,3325,5531,541
4297,2328,3901,396
8093,4396,7352,741
11381,6312,10415,966
5588,3106,5125,463
4467,2491,4076,391
4908,2701,4477,431
7946,4372,7257,689
39442,21578,35933,3509
10201,5584,9302,899
44649,24517,40725,3924
41642,22802,37936,3706
4204,2336,3852,352
7681,4282,7033,648
3581,1936,3240,341
8604,4664,7807,797
7042,3821,6387,655
7568,4120,6877,691
5576,3092,5085,491
3530,1910,3200,330
3719,2085,3413,306
17471,9707,16014,1457
2209,1233,2028,181
6072,3303,5509,563
7135,3901,6501,634
5832,3218,5322,510
4661,2545,4242,419
12297,6667,11211,1086
5818,3159,5297,521
5977,3278,5450,527
18819,10347,17196,1623
8722,4764,7939,783
4938,2736,4513,425
3997,2173,3622,375
17186,9367,15668,1518
2729,1493,2486,243
5350,2952,4908,442
5183,2837,4712,471
6516,3531,5911,605
2269,1276,2093,176
7483,4082,6801,682
5776,3155,5250,526
6557,3612,5990,567
8338,4579,7611,727
4304,2416,3959,345
7062,3902,6446,616
12833,6995,11650,1183
8805,4798,8017,788
20713,11436,19043,1670
9178,5060,8408,770
6642,3629,6039,603
6783,3673,6172,611
8378,4604,7635,743
42282,22909,38510,3772
8115,4483,7401,714
22017,12002,20104,1913
6379,3529,5832,547
13587,7370,12303,1284
2423,1350,2218,205
15520,8418,14059,1461
3651,2030,3341,310
6525,3585,5954,571
7351,3989,6672,679
6058,3336,5515,543
3086,1692,2809,277
35785,19623,32615,3170
5071,2775,4604,467
8209,4474,7489,720
20282,11114,18459,1823
3269,1810,3001,268
9494,5117,8589,905
4644,2499,4198,446
3712,2039,3379,333
4451,2399,4037,414
6501,3569,5934,567
11969,6643,10973,996
1797,1004,1654,143
4619,2558,4225,394
2847,1583,2621,226
15910,8712,14489,1421
9795,5305,8872,923
7753,4276,7065,688
14938,8294,13651,1287
7167,3947,6535,632
6933,3729,6310,623
8323,4618,7636,687
20171,11126,18436,1735
38796,21245,35398,3398
4195,2286,3805,390
2196,1227,2016,180
2085,1160,1912,173
5025,2766,4588,437
4285,2348,3903,382
5833,3196,5318,515
3302,1816,3004,298
10439,5702,9498,941
3891,2147,3556,335
6997,3857,6398,599
2598,1417,2361,237
6961,3846,6347,614
6795,3747,6203,592
2962,1622,2693,269
2030,1115,1849,181
22734,12532,20816,1918
7296,4015,6654,642
19347,10588,17670,1677
8718,4762,7926,792
1579,863,1436,143
8301,4545,7570,731
2764,1548,2539,225
1495,834,1367,128
11725,6449,10700,1025
11741,6428,10683,1058
5486,3027,5000,486
6044,3366,5532,512
11134,6027,10122,1012
5527,2993,5003,524
9896,5360,8963,933
9499,5235,8669,830
14152,7854,12953,1199
10996,6040,10041,955
3084,1714,2818,266
18425,10182,16866,1559
1115,615,1026,89
5943,3262,5420,523
5044,2840,4640,404
10813,5993,9888,925
4657,2592,4275,382
2458,1380,2257,201
3717,2029,3380,337
4607,2541,4209,398
10698,5802,9723,975
2929,1603,2664,265
9448,5162,8591,857
1716,940,1566,150
5928,3229,5370,558
3131,1731,2858,273
18324,10085,16785,1539
3980,2185,3629,351
4291,2358,3905,386
9378,5222,8599,779
2795,1545,2550,245
11681,6539,10716,965
4089,2266,3741,348
5048,2762,4590,458
3549,1939,3232,317
9326,5155,8524,802
3232,1741,2923,309
52304,27808,47599,4705
5018,2770,4594,424
8362,4633,7633,729
6051,3326,5540,511
7399,4073,6750,649
4264,2357,3899,365
5744,3172,5242,502
13565,7352,12279,1286
2673,1472,2440,233
7003,3814,6400,603
16594,8992,15071,1523
9702,5335,8853,849
2919,1623,2671,248
3099,1701,2826,273
4319,2408,3967,352
6908,3812,6295,613
6553,3626,5987,566
2223,1237,2046,177
7246,3966,6631,615
2289,1293,2107,182
4589,2514,4190,399
10556,5673,9536,1020
3030,1658,2759,271
5995,3345,5491,504
10825,5853,9858,967
5791,3084,5221,570
3798,2049,3434,364
8566,4629,7755,811
6004,3349,5510,494
3463,1928,3173,290
12610,7049,11590,1020
12458,6875,11359,1099
1614,873,1461,153
2231,1242,2053,178
7574,4125,6889,685
2607,1441,2386,221
5064,2813,4630,434
19052,10449,17454,1598
28390,15692,26013,2377
42399,23251,38651,3748
4185,2311,3813,372
8221,4499,7486,735
2560,1389,2323,237
6505,3552,5906,599
7915,4275,7170,745
3546,1945,3228,318
3380,1848,3071,309
4564,2528,4147,417
7296,4011,6659,637
17641,9708,16103,1538
4636,2564,4218,418
13598,7260,12242,1356
3010,1637,2733,277
4745,2557,4300,445
9945,5386,9028,917
2559,1412,2334,225
8232,4532,7514,718
1492,831,1365,127
3322,1818,3026,296
8349,4551,7617,732
16322,8853,14838,1484
9886,5482,9035,851
15791,8714,14448,1343
11973,6483,10843,1130
17939,9878,16420,1519
7036,3853,6402,634
8631,4669,7803,828
5961,3302,5446,515
3165,1721,2866,299
7700,4205,6997,703
12922,7065,11739,1183
5795,3158,5262,533
6491,3576,5922,569
9178,5007,8334,844
9180,5053,8373,807
6605,3635,6024,581
19444,10467,17584,1860
16816,9218,15339,1477
5389,2855,4887,502
8277,4606,7588,689
2263,1227,2052,211
7548,4169,6890,658
4786,2633,4373,413
45783,25310,41850,3933
4791,2573,4316,475
2945,1611,2681,264
5840,3240,5340,500
10892,5897,9893,999
10403,5659,9432,971
2402,1313,2188,214
6487,3601,5934,553
1484,827,1357,127
4584,2530,4188,396
1939,1062,1771,168
5359,2931,4879,480
3849,2098,3495,354
4043,2274,3717,326
3496,1929,3197,299
5776,3223,5291,485
4956,2749,4541,415
3326,1854,3052,274
9310,5153,8517,793
3245,1809,2977,268
9330,5030,8431,899
9773,5351,8926,847
4186,2283,3800,386
2772,1487,2504,268
10012,5487,9117,895
6748,3736,6167,581
5350,2952,4885,465
6799,3752,6204,595
10214,5632,9323,891
9497,5198,8656,841
4684,2586,4268,416
1775,1002,1633,142
7997,4455,7322,675
6013,3299,5473,540
9452,5159,8601,851
2960,1632,2715,245
7295,3964,6608,687
1772,964,1617,155
7141,3907,6489,652
5139,2871,4715,424
4959,2703,4504,455
4411,2465,4058,353
5863,3148,5275,588
7169,3953,6541,628
11972,6554,10911,1061
4592,2515,4193,399
8327,4614,7613,714
6513,3582,5963,550
2935,1608,2675,260
13982,7683,12784,1198
3702,2018,3365,337
11941,6618,10923,1018
2460,1350,2243,217
5866,3251,5367,499
4024,2234,3682,342
2785,1510,2520,265
2526,1408,2317,209
4429,2428,4041,388
6973,3854,6381,592
2673,1453,2432,241
7268,3968,6611,657
8688,4766,7899,789
7945,4396,7256,689
8887,4933,8088,799
5579,3114,5125,454
10769,5890,9791,978
11401,6242,10404,997
6517,3599,5958,559
4298,2395,3940,358
28755,15757,26229,2526
3844,2116,3500,344
3760,2073,3444,316
8755,4674,7927,828
11180,6038,10133,1047
2630,1436,2392,238
21580,11942,19746,1834
8112,4357,7319,793
4124,2225,3730,394
7168,3990,6570,598
9330,5088,8473,857
3818,2144,3503,315
4310,2357,3921,389
2879,1577,2614,265
10333,5598,9402,931
15252,8213,13782,1470
8803,4844,8034,769
9059,4965,8262,797
7194,3874,6485,709
6753,3712,6159,594
4949,2684,4491,458
11981,6495,10864,1117
4115,2311,3774,341
8827,4891,8094,733
4722,2639,4332,390
11779,6475,10727,1052
2619,1433,2379,240
5316,2963,4866,450
2594,1416,2357,237
6007,3332,5498,509
9246,5003,8367,879
11293,6173,10266,1027
5889,3210,5344,545
9197,5031,8396,801
15903,8678,14441,1462
8273,4542,7573,700
3122,1691,2835,287
22590,12511,20744,1846
7023,3898,6428,595
11791,6406,10738,1053
3110,1703,2830,280
4861,2658,4422,439
9171,5060,8389,782
13171,7262,12036,1135
27295,14972,24955,2340
9175,4994,8337,838
4975,2713,4521,454
3364,1849,3068,296
6031,3316,5502,529
5566,3095,5106,460
4927,2675,4456,471
3309,1818,3019,290
21756,11894,19872,1884
5313,2904,4833,480
5759,3184,5258,501
3764,2047,3420,344
10605,5901,9705,900
6372,3516,5824,548
5457,3041,5001,456
2282,1276,2099,183
3378,1856,3084,294
2626,1455,2407,219
3726,2095,3424,302
21357,11746,19467,1890
3266,1833,2999,267
8015,4481,7349,666
9228,5045,8398,830
9951,5511,9097,854
6799,3695,6154,645
7621,4194,6950,671
4245,2377,3900,345
4157,2342,3835,322
7713,4318,7070,643
7690,4234,7014,676
19021,10389,17304,1717
5796,3230,5317,479
6118,3361,5580,538
7178,3956,6546,632
4127,2243,3745,382
5261,2862,4786,475
2767,1495,2502,265
6054,3319,5524,530
9447,5126,8591,856
4737,2631,4342,395
61407,33823,56093,5314
7952,4290,7184,768
1866,1037,1703,163
5679,3099,5174,505
10522,5816,9650,872
2074,1145,1901,173
8942,4844,8107,835
26330,14395,24043,2287
11633,6386,10620,1013
4011,2232,3679,332
3948,2198,3622,326
5755,3188,5265,490
3407,1834,3072,335
5037,2763,4595,442
10197,5688,9348,849
9951,5372,9032,919
5684,3158,5201,483
7972,4391,7268,704
6294,3487,5750,544
8090,4491,7401,689
9109,5005,8308,801
7613,4175,6937,676
21382,11705,19547,1835
22344,12281,20417,1927
14275,7806,12998,1277
4662,2529,4230,432
12722,6943,11600,1122
1781,972,1621,160
3414,1874,3119,295
12464,6808,11336,1128
6576,3589,5971,605
5470,2995,4981,489
12362,6749,11273,1089
10369,5646,9450,919
5430,2986,4953,477
1241,643,1109,132
6473,3552,5905,568
3548,1926,3223,325
5243,2906,4798,445
8590,4803,7880,710
8482,4620,7697,785
11530,6377,10536,994
2703,1498,2469,234
2701,1530,2495,206
6019,3295,5481,538
6223,3434,5682,541
3212,1735,2907,305
6747,3653,6131,616
5425,3056,4986,439
3820,2065,3455,365
5083,2823,4658,425
6903,3854,6329,574
3025,1634,2742,283
5350,2960,4895,455
3858,2091,3503,355
5972,3268,5443,529
2575,1398,2335,240
5562,3010,5033,529
4594,2477,4167,427
6306,3480,5759,547
8817,4774,8000,817
8794,4905,8060,734
4957,2728,4516,441
6106,3307,5545,561
6620,3633,6040,580
2132,1145,1939,193
6409,3543,5859,550
2819,1560,2582,237
5303,2910,4827,476
12430,6776,11294,1136
4307,2334,3905,402
7132,3910,6491,641
27941,15183,25368,2573
24186,13259,22016,2170
10265,5650,9363,902
4830,2616,4378,452
6772,3723,6167,605
4621,2594,4244,377
1699,945,1554,145
4667,2583,4264,403
2521,1396,2306,215
26263,14417,23975,2288
5339,2918,4846,493
8691,4781,7924,767
8361,4535,7591,770
5587,3068,5092,495
2599,1455,2388,211
12353,6761,11286,1067
4568,2546,4181,387
5895,3253,5396,499
3833,2145,3522,311
2754,1503,2503,251
4130,2232,3734,396
7594,4160,6905,689
6080,3307,5513,567
9096,4996,8253,843
2502,1392,2286,216
3533,1952,3221,312
7959,4379,7270,689
1497,831,1368,129
1480,789,1348,132
4371,2405,3987,384
36333,20010,33152,3181
1176,663,1090,86
10313,5674,9427,886
3358,1835,3061,297
2614,1426,2377,237
6744,3687,6136,608
4526,2470,4107,419
1356,713,1239,117
2685,1477,2442,243
11595,6293,10533,1062
4547,2491,4138,409
16379,8969,14988,1391
6356,3491,5795,561
4422,2428,4033,389
3435,1881,3135,300
5914,3172,5336,578
1980,1121,1829,151
2204,1246,2037,167
12524,6864,11460,1064
4786,2681,4400,386
9802,5355,8921,881
9539,5215,8671,868
7938,4298,7210,728
5269,2849,4768,501
3681,2067,3386,295
3900,2177,3583,317
12220,6723,11161,1059
6863,3787,6274,589
5506,2979,5002,504
14909,8099,13589,1320
14558,7928,13264,1294
7875,4345,7194,681
9701,5435,8902,799
2055,1136,1875,180
1314,721,1196,118
2621,1438,2381,240
28339,15671,26000,2339
3037,1687,2793,244
87321,47589,79854,7467
8156,4522,7456,700
4463,2463,4087,376
5899,3237,5363,536
30947,16960,28181,2766
18606,10094,16869,1737
7132,3939,6521,611
4542,2513,4148,394
6026,3286,5482,544
3904,2163,3569,335
6393,3544,5853,540
7331,4035,6680,651
8933,4945,8165,768
3014,1650,2739,275
1318,728,1201,117
5731,3184,5241,490
8123,4482,7414,709
4608,2493,4176,432
10277,5582,9327,950
4145,2268,3763,382
1897,1067,1751,146
3285,1812,2990,295
5317,2894,4824,493
4417,2415,4015,402
5833,3217,5332,501
4978,2777,4557,421
1177,646,1071,106
2836,1580,2595,241
10183,5551,9268,915
7781,4368,7129,652
5150,2789,4648,502
5956,3182,5372,584
5744,3174,5247,497
1903,1053,1738,165
2108,1150,1921,187
7339,4014,6683,656
1856,1013,1684,172
2886,1576,2627,259
8157,4432,7407,750
8504,4635,7768,736
9425,5187,8592,833
2587,1431,2370,217
44030,23516,40082,3948
3392,1901,3122,270
14172,7767,12918,1254
8337,4534,7559,778
5658,3078,5140,518
8449,4594,7689,760
6804,3731,6197,607
11046,6165,10156,890
2561,1422,2340,221
4360,2369,3954,406
6584,3677,6033,551
2245,1248,2054,191
7108,3873,6452,656
5787,3203,5307,480
5736,3115,5207,529
1226,681,1121,105
3217,1805,2959,258
12834,7014,11714,1120
2694,1468,2453,241
4554,2525,4190,364
27705,15393,25374,2331
3576,2007,3283,293
8815,4829,8028,787
14082,7586,12730,1352
6796,3689,6191,605
5335,2906,4857,478
9325,5016,8423,902
6972,3836,6369,603
21132,11653,19267,1865
6001,3311,5474,527
11784,6368,10697,1087
2654,1443,2407,247
